Record Type,Data Provider,Settlement Date,Settlement Period,Price,Volume
MID,APXMIDP,20170101,1,44.90,505.000
MID,APXMIDP,20170101,2,47.13,559.150
MID,APXMIDP,20170101,3,45.62,649.350
MID,APXMIDP,20170101,4,44.05,712.650
MID,APXMIDP,20170101,5,44.83,599.150
MID,APXMIDP,20170101,6,45.51,499.300
MID,APXMIDP,20170101,7,44.85,474.500
MID,APXMIDP,20170101,8,42.80,487.000
MID,APXMIDP,20170101,9,42.33,348.850
MID,APXMIDP,20170101,10,40.87,262.300
MID,APXMIDP,20170101,11,41.53,341.500
MID,APXMIDP,20170101,12,41.89,350.750
MID,APXMIDP,20170101,13,42.64,447.200
MID,APXMIDP,20170101,14,42.61,501.000
MID,APXMIDP,20170101,15,40.78,1157.500
MID,APXMIDP,20170101,16,39.43,1006.500
MID,APXMIDP,20170101,17,38.29,1073.000
MID,APXMIDP,20170101,18,38.99,1069.000
MID,APXMIDP,20170101,19,42.46,835.000
MID,APXMIDP,20170101,20,42.53,753.750
MID,APXMIDP,20170101,21,41.86,653.450
MID,APXMIDP,20170101,22,41.74,801.900
MID,APXMIDP,20170101,23,40.77,448.450
MID,APXMIDP,20170101,24,40.33,529.350
MID,APXMIDP,20170101,25,42.65,479.850
MID,APXMIDP,20170101,26,42.71,474.350
MID,APXMIDP,20170101,27,44.06,505.700
MID,APXMIDP,20170101,28,45.00,529.000
MID,APXMIDP,20170101,29,43.24,489.550
MID,APXMIDP,20170101,30,41.49,510.900
MID,APXMIDP,20170101,31,43.82,775.750
MID,APXMIDP,20170101,32,42.50,624.250
MID,APXMIDP,20170101,33,43.73,488.300
MID,APXMIDP,20170101,34,53.34,362.300
MID,APXMIDP,20170101,35,67.98,434.650
MID,APXMIDP,20170101,36,59.17,414.400
MID,APXMIDP,20170101,37,50.79,547.200
MID,APXMIDP,20170101,38,44.67,834.750
MID,APXMIDP,20170101,39,48.52,863.850
MID,APXMIDP,20170101,40,47.52,974.750
MID,APXMIDP,20170101,41,47.08,1015.250
MID,APXMIDP,20170101,42,48.15,879.850
MID,APXMIDP,20170101,43,46.03,884.500
MID,APXMIDP,20170101,44,43.87,1194.450
MID,APXMIDP,20170101,45,45.51,989.950
MID,APXMIDP,20170101,46,44.95,969.350
MID,APXMIDP,20170101,47,42.91,506.950
MID,APXMIDP,20170101,48,41.05,771.250
MID,N2EXMIDP,20170101,1,0.00,0.000
MID,N2EXMIDP,20170101,2,0.00,0.000
MID,N2EXMIDP,20170101,3,0.00,0.000
MID,N2EXMIDP,20170101,4,0.00,0.000
MID,N2EXMIDP,20170101,5,0.00,0.000
MID,N2EXMIDP,20170101,6,0.00,0.000
MID,N2EXMIDP,20170101,7,0.00,0.000
MID,N2EXMIDP,20170101,8,0.00,0.000
MID,N2EXMIDP,20170101,9,0.00,0.000
MID,N2EXMIDP,20170101,10,0.00,0.000
MID,N2EXMIDP,20170101,11,0.00,0.000
MID,N2EXMIDP,20170101,12,0.00,0.000
MID,N2EXMIDP,20170101,13,0.00,0.000
MID,N2EXMIDP,20170101,14,0.00,0.000
MID,N2EXMIDP,20170101,15,0.00,0.000
MID,N2EXMIDP,20170101,16,0.00,0.000
MID,N2EXMIDP,20170101,17,0.00,0.000
MID,N2EXMIDP,20170101,18,0.00,0.000
MID,N2EXMIDP,20170101,19,0.00,0.000
MID,N2EXMIDP,20170101,20,0.00,0.000
MID,N2EXMIDP,20170101,21,0.00,0.000
MID,N2EXMIDP,20170101,22,0.00,0.000
MID,N2EXMIDP,20170101,23,0.00,0.000
MID,N2EXMIDP,20170101,24,0.00,0.000
MID,N2EXMIDP,20170101,25,0.00,0.000
MID,N2EXMIDP,20170101,26,0.00,0.000
MID,N2EXMIDP,20170101,27,0.00,0.000
MID,N2EXMIDP,20170101,28,0.00,0.000
MID,N2EXMIDP,20170101,29,0.00,0.000
MID,N2EXMIDP,20170101,30,0.00,0.000
MID,N2EXMIDP,20170101,31,0.00,0.000
MID,N2EXMIDP,20170101,32,0.00,0.000
MID,N2EXMIDP,20170101,33,0.00,0.000
MID,N2EXMIDP,20170101,34,0.00,0.000
MID,N2EXMIDP,20170101,35,0.00,0.000
MID,N2EXMIDP,20170101,36,0.00,0.000
MID,N2EXMIDP,20170101,37,0.00,0.000
MID,N2EXMIDP,20170101,38,0.00,0.000
MID,N2EXMIDP,20170101,39,0.00,0.000
MID,N2EXMIDP,20170101,40,0.00,0.000
MID,N2EXMIDP,20170101,41,0.00,0.000
MID,N2EXMIDP,20170101,42,0.00,0.000
MID,N2EXMIDP,20170101,43,0.00,0.000
MID,N2EXMIDP,20170101,44,0.00,0.000
MID,N2EXMIDP,20170101,45,0.00,0.000
MID,N2EXMIDP,20170101,46,0.00,0.000
MID,N2EXMIDP,20170101,47,0.00,0.000
MID,N2EXMIDP,20170101,48,0.00,0.000
MID,APXMIDP,20170102,1,42.59,529.700
MID,APXMIDP,20170102,2,44.45,414.800
MID,APXMIDP,20170102,3,43.28,546.000
MID,APXMIDP,20170102,4,42.84,341.300
MID,APXMIDP,20170102,5,42.91,402.300
MID,APXMIDP,20170102,6,43.14,463.700
MID,APXMIDP,20170102,7,43.37,307.650
MID,APXMIDP,20170102,8,41.19,436.100
MID,APXMIDP,20170102,9,41.92,458.550
MID,APXMIDP,20170102,10,41.30,445.850
MID,APXMIDP,20170102,11,43.84,547.500
MID,APXMIDP,20170102,12,44.29,448.150
MID,APXMIDP,20170102,13,45.11,509.900
MID,APXMIDP,20170102,14,41.00,972.250
MID,APXMIDP,20170102,15,42.97,545.000
MID,APXMIDP,20170102,16,43.27,894.000
MID,APXMIDP,20170102,17,42.08,445.000
MID,APXMIDP,20170102,18,41.51,554.200
MID,APXMIDP,20170102,19,45.50,526.700
MID,APXMIDP,20170102,20,45.52,558.550
MID,APXMIDP,20170102,21,44.22,572.300
MID,APXMIDP,20170102,22,45.11,569.500
MID,APXMIDP,20170102,23,46.03,550.800
MID,APXMIDP,20170102,24,46.70,645.950
MID,APXMIDP,20170102,25,47.52,563.500
MID,APXMIDP,20170102,26,46.73,603.000
MID,APXMIDP,20170102,27,45.98,640.850
MID,APXMIDP,20170102,28,45.60,637.900
MID,APXMIDP,20170102,29,46.04,645.500
MID,APXMIDP,20170102,30,45.23,705.100
MID,APXMIDP,20170102,31,45.76,496.850
MID,APXMIDP,20170102,32,44.88,592.700
MID,APXMIDP,20170102,33,43.64,780.800
MID,APXMIDP,20170102,34,74.20,627.900
MID,APXMIDP,20170102,35,75.62,427.150
MID,APXMIDP,20170102,36,73.00,524.750
MID,APXMIDP,20170102,37,68.44,565.650
MID,APXMIDP,20170102,38,65.55,668.600
MID,APXMIDP,20170102,39,72.51,831.700
MID,APXMIDP,20170102,40,56.32,343.250
MID,APXMIDP,20170102,41,51.28,431.900
MID,APXMIDP,20170102,42,50.78,446.750
MID,APXMIDP,20170102,43,48.72,718.950
MID,APXMIDP,20170102,44,45.37,635.150
MID,APXMIDP,20170102,45,46.71,625.450
MID,APXMIDP,20170102,46,44.67,785.750
MID,APXMIDP,20170102,47,44.58,594.300
MID,APXMIDP,20170102,48,43.74,563.050
MID,N2EXMIDP,20170102,1,0.00,0.000
MID,N2EXMIDP,20170102,2,0.00,0.000
MID,N2EXMIDP,20170102,3,0.00,0.000
MID,N2EXMIDP,20170102,4,0.00,0.000
MID,N2EXMIDP,20170102,5,0.00,0.000
MID,N2EXMIDP,20170102,6,0.00,0.000
MID,N2EXMIDP,20170102,7,0.00,0.000
MID,N2EXMIDP,20170102,8,0.00,0.000
MID,N2EXMIDP,20170102,9,0.00,0.000
MID,N2EXMIDP,20170102,10,0.00,0.000
MID,N2EXMIDP,20170102,11,0.00,0.000
MID,N2EXMIDP,20170102,12,0.00,0.000
MID,N2EXMIDP,20170102,13,0.00,0.000
MID,N2EXMIDP,20170102,14,0.00,0.000
MID,N2EXMIDP,20170102,15,0.00,0.000
MID,N2EXMIDP,20170102,16,0.00,0.000
MID,N2EXMIDP,20170102,17,0.00,0.000
MID,N2EXMIDP,20170102,18,0.00,0.000
MID,N2EXMIDP,20170102,19,0.00,0.000
MID,N2EXMIDP,20170102,20,0.00,0.000
MID,N2EXMIDP,20170102,21,0.00,0.000
MID,N2EXMIDP,20170102,22,0.00,0.000
MID,N2EXMIDP,20170102,23,0.00,0.000
MID,N2EXMIDP,20170102,24,0.00,0.000
MID,N2EXMIDP,20170102,25,0.00,0.000
MID,N2EXMIDP,20170102,26,0.00,0.000
MID,N2EXMIDP,20170102,27,0.00,0.000
MID,N2EXMIDP,20170102,28,0.00,0.000
MID,N2EXMIDP,20170102,29,0.00,0.000
MID,N2EXMIDP,20170102,30,0.00,0.000
MID,N2EXMIDP,20170102,31,0.00,0.000
MID,N2EXMIDP,20170102,32,0.00,0.000
MID,N2EXMIDP,20170102,33,0.00,0.000
MID,N2EXMIDP,20170102,34,0.00,0.000
MID,N2EXMIDP,20170102,35,0.00,0.000
MID,N2EXMIDP,20170102,36,0.00,0.000
MID,N2EXMIDP,20170102,37,0.00,0.000
MID,N2EXMIDP,20170102,38,0.00,0.000
MID,N2EXMIDP,20170102,39,0.00,0.000
MID,N2EXMIDP,20170102,40,0.00,0.000
MID,N2EXMIDP,20170102,41,0.00,0.000
MID,N2EXMIDP,20170102,42,0.00,0.000
MID,N2EXMIDP,20170102,43,0.00,0.000
MID,N2EXMIDP,20170102,44,0.00,0.000
MID,N2EXMIDP,20170102,45,0.00,0.000
MID,N2EXMIDP,20170102,46,0.00,0.000
MID,N2EXMIDP,20170102,47,0.00,0.000
MID,N2EXMIDP,20170102,48,0.00,0.000
MID,APXMIDP,20170103,1,43.33,482.400
MID,APXMIDP,20170103,2,44.44,624.750
MID,APXMIDP,20170103,3,43.53,570.950
MID,APXMIDP,20170103,4,42.05,496.950
MID,APXMIDP,20170103,5,40.77,522.200
MID,APXMIDP,20170103,6,40.83,466.050
MID,APXMIDP,20170103,7,39.50,569.450
MID,APXMIDP,20170103,8,39.21,542.550
MID,APXMIDP,20170103,9,38.88,618.250
MID,APXMIDP,20170103,10,38.66,557.500
MID,APXMIDP,20170103,11,40.08,675.750
MID,APXMIDP,20170103,12,40.58,567.500
MID,APXMIDP,20170103,13,45.42,749.500
MID,APXMIDP,20170103,14,45.59,831.950
MID,APXMIDP,20170103,15,46.90,1208.500
MID,APXMIDP,20170103,16,47.57,1089.050
MID,APXMIDP,20170103,17,47.95,895.250
MID,APXMIDP,20170103,18,46.84,706.000
MID,APXMIDP,20170103,19,49.16,727.050
MID,APXMIDP,20170103,20,52.39,810.000
MID,APXMIDP,20170103,21,54.48,1018.850
MID,APXMIDP,20170103,22,53.83,1079.850
MID,APXMIDP,20170103,23,50.47,1202.250
MID,APXMIDP,20170103,24,49.57,1327.150
MID,APXMIDP,20170103,25,49.17,1313.450
MID,APXMIDP,20170103,26,47.85,1525.750
MID,APXMIDP,20170103,27,46.76,1703.700
MID,APXMIDP,20170103,28,46.41,1775.800
MID,APXMIDP,20170103,29,46.02,1898.800
MID,APXMIDP,20170103,30,46.21,1841.300
MID,APXMIDP,20170103,31,55.67,1043.600
MID,APXMIDP,20170103,32,55.43,1074.500
MID,APXMIDP,20170103,33,52.37,1471.300
MID,APXMIDP,20170103,34,62.07,1257.050
MID,APXMIDP,20170103,35,66.77,1303.750
MID,APXMIDP,20170103,36,65.57,1369.950
MID,APXMIDP,20170103,37,63.84,1617.100
MID,APXMIDP,20170103,38,61.88,1435.150
MID,APXMIDP,20170103,39,50.52,1616.700
MID,APXMIDP,20170103,40,47.68,1497.950
MID,APXMIDP,20170103,41,47.80,1435.100
MID,APXMIDP,20170103,42,47.25,1431.150
MID,APXMIDP,20170103,43,46.91,1540.050
MID,APXMIDP,20170103,44,45.34,1782.050
MID,APXMIDP,20170103,45,44.86,1297.400
MID,APXMIDP,20170103,46,43.12,1301.650
MID,APXMIDP,20170103,47,39.30,430.550
MID,APXMIDP,20170103,48,38.01,387.950
MID,N2EXMIDP,20170103,1,0.00,0.000
MID,N2EXMIDP,20170103,2,0.00,0.000
MID,N2EXMIDP,20170103,3,0.00,0.000
MID,N2EXMIDP,20170103,4,0.00,0.000
MID,N2EXMIDP,20170103,5,0.00,0.000
MID,N2EXMIDP,20170103,6,0.00,0.000
MID,N2EXMIDP,20170103,7,0.00,0.000
MID,N2EXMIDP,20170103,8,0.00,0.000
MID,N2EXMIDP,20170103,9,0.00,0.000
MID,N2EXMIDP,20170103,10,0.00,0.000
MID,N2EXMIDP,20170103,11,0.00,0.000
MID,N2EXMIDP,20170103,12,0.00,0.000
MID,N2EXMIDP,20170103,13,0.00,0.000
MID,N2EXMIDP,20170103,14,0.00,0.000
MID,N2EXMIDP,20170103,15,0.00,0.000
MID,N2EXMIDP,20170103,16,0.00,0.000
MID,N2EXMIDP,20170103,17,0.00,0.000
MID,N2EXMIDP,20170103,18,0.00,0.000
MID,N2EXMIDP,20170103,19,0.00,0.000
MID,N2EXMIDP,20170103,20,0.00,0.000
MID,N2EXMIDP,20170103,21,0.00,0.000
MID,N2EXMIDP,20170103,22,0.00,0.000
MID,N2EXMIDP,20170103,23,0.00,0.000
MID,N2EXMIDP,20170103,24,0.00,0.000
MID,N2EXMIDP,20170103,25,0.00,0.000
MID,N2EXMIDP,20170103,26,0.00,0.000
MID,N2EXMIDP,20170103,27,0.00,0.000
MID,N2EXMIDP,20170103,28,0.00,0.000
MID,N2EXMIDP,20170103,29,0.00,0.000
MID,N2EXMIDP,20170103,30,0.00,0.000
MID,N2EXMIDP,20170103,31,0.00,0.000
MID,N2EXMIDP,20170103,32,0.00,0.000
MID,N2EXMIDP,20170103,33,0.00,0.000
MID,N2EXMIDP,20170103,34,0.00,0.000
MID,N2EXMIDP,20170103,35,0.00,0.000
MID,N2EXMIDP,20170103,36,0.00,0.000
MID,N2EXMIDP,20170103,37,0.00,0.000
MID,N2EXMIDP,20170103,38,0.00,0.000
MID,N2EXMIDP,20170103,39,0.00,0.000
MID,N2EXMIDP,20170103,40,0.00,0.000
MID,N2EXMIDP,20170103,41,0.00,0.000
MID,N2EXMIDP,20170103,42,0.00,0.000
MID,N2EXMIDP,20170103,43,0.00,0.000
MID,N2EXMIDP,20170103,44,0.00,0.000
MID,N2EXMIDP,20170103,45,0.00,0.000
MID,N2EXMIDP,20170103,46,0.00,0.000
MID,N2EXMIDP,20170103,47,0.00,0.000
MID,N2EXMIDP,20170103,48,0.00,0.000
MID,APXMIDP,20170104,1,38.19,599.850
MID,APXMIDP,20170104,2,38.87,441.900
MID,APXMIDP,20170104,3,37.52,352.550
MID,APXMIDP,20170104,4,36.51,340.250
MID,APXMIDP,20170104,5,36.91,245.500
MID,APXMIDP,20170104,6,35.95,352.350
MID,APXMIDP,20170104,7,31.71,367.000
MID,APXMIDP,20170104,8,28.53,387.650
MID,APXMIDP,20170104,9,25.80,486.000
MID,APXMIDP,20170104,10,27.35,464.500
MID,APXMIDP,20170104,11,24.33,227.000
MID,APXMIDP,20170104,12,30.15,412.950
MID,APXMIDP,20170104,13,36.16,284.450
MID,APXMIDP,20170104,14,35.54,761.700
MID,APXMIDP,20170104,15,43.31,962.150
MID,APXMIDP,20170104,16,45.32,904.150
MID,APXMIDP,20170104,17,46.64,883.600
MID,APXMIDP,20170104,18,45.16,714.850
MID,APXMIDP,20170104,19,43.80,727.000
MID,APXMIDP,20170104,20,42.49,702.550
MID,APXMIDP,20170104,21,42.74,733.950
MID,APXMIDP,20170104,22,43.53,649.400
MID,APXMIDP,20170104,23,43.49,710.450
MID,APXMIDP,20170104,24,45.02,792.450
MID,APXMIDP,20170104,25,45.58,618.800
MID,APXMIDP,20170104,26,46.23,648.250
MID,APXMIDP,20170104,27,48.12,649.000
MID,APXMIDP,20170104,28,45.66,614.550
MID,APXMIDP,20170104,29,46.35,667.500
MID,APXMIDP,20170104,30,45.00,790.350
MID,APXMIDP,20170104,31,46.89,1634.050
MID,APXMIDP,20170104,32,48.23,1508.600
MID,APXMIDP,20170104,33,48.14,1478.400
MID,APXMIDP,20170104,34,54.54,1127.400
MID,APXMIDP,20170104,35,59.67,1190.750
MID,APXMIDP,20170104,36,59.10,1188.800
MID,APXMIDP,20170104,37,58.12,1238.050
MID,APXMIDP,20170104,38,56.83,1381.550
MID,APXMIDP,20170104,39,54.35,1334.400
MID,APXMIDP,20170104,40,48.69,1209.900
MID,APXMIDP,20170104,41,49.60,1040.400
MID,APXMIDP,20170104,42,47.00,1208.800
MID,APXMIDP,20170104,43,47.70,1158.100
MID,APXMIDP,20170104,44,47.24,1193.500
MID,APXMIDP,20170104,45,45.91,1381.250
MID,APXMIDP,20170104,46,44.78,1659.500
MID,APXMIDP,20170104,47,42.90,425.550
MID,APXMIDP,20170104,48,42.16,262.000
MID,N2EXMIDP,20170104,1,0.00,0.000
MID,N2EXMIDP,20170104,2,0.00,0.000
MID,N2EXMIDP,20170104,3,0.00,0.000
MID,N2EXMIDP,20170104,4,0.00,0.000
MID,N2EXMIDP,20170104,5,0.00,0.000
MID,N2EXMIDP,20170104,6,0.00,0.000
MID,N2EXMIDP,20170104,7,0.00,0.000
MID,N2EXMIDP,20170104,8,0.00,0.000
MID,N2EXMIDP,20170104,9,0.00,0.000
MID,N2EXMIDP,20170104,10,0.00,0.000
MID,N2EXMIDP,20170104,11,0.00,0.000
MID,N2EXMIDP,20170104,12,0.00,0.000
MID,N2EXMIDP,20170104,13,0.00,0.000
MID,N2EXMIDP,20170104,14,0.00,0.000
MID,N2EXMIDP,20170104,15,0.00,0.000
MID,N2EXMIDP,20170104,16,0.00,0.000
MID,N2EXMIDP,20170104,17,0.00,0.000
MID,N2EXMIDP,20170104,18,0.00,0.000
MID,N2EXMIDP,20170104,19,0.00,0.000
MID,N2EXMIDP,20170104,20,0.00,0.000
MID,N2EXMIDP,20170104,21,0.00,0.000
MID,N2EXMIDP,20170104,22,0.00,0.000
MID,N2EXMIDP,20170104,23,0.00,0.000
MID,N2EXMIDP,20170104,24,0.00,0.000
MID,N2EXMIDP,20170104,25,0.00,0.000
MID,N2EXMIDP,20170104,26,0.00,0.000
MID,N2EXMIDP,20170104,27,0.00,0.000
MID,N2EXMIDP,20170104,28,0.00,0.000
MID,N2EXMIDP,20170104,29,0.00,0.000
MID,N2EXMIDP,20170104,30,0.00,0.000
MID,N2EXMIDP,20170104,31,0.00,0.000
MID,N2EXMIDP,20170104,32,0.00,0.000
MID,N2EXMIDP,20170104,33,0.00,0.000
MID,N2EXMIDP,20170104,34,0.00,0.000
MID,N2EXMIDP,20170104,35,0.00,0.000
MID,N2EXMIDP,20170104,36,0.00,0.000
MID,N2EXMIDP,20170104,37,0.00,0.000
MID,N2EXMIDP,20170104,38,0.00,0.000
MID,N2EXMIDP,20170104,39,0.00,0.000
MID,N2EXMIDP,20170104,40,0.00,0.000
MID,N2EXMIDP,20170104,41,0.00,0.000
MID,N2EXMIDP,20170104,42,0.00,0.000
MID,N2EXMIDP,20170104,43,0.00,0.000
MID,N2EXMIDP,20170104,44,0.00,0.000
MID,N2EXMIDP,20170104,45,0.00,0.000
MID,N2EXMIDP,20170104,46,0.00,0.000
MID,N2EXMIDP,20170104,47,0.00,0.000
MID,N2EXMIDP,20170104,48,0.00,0.000
MID,APXMIDP,20170105,1,41.62,346.000
MID,APXMIDP,20170105,2,42.86,191.250
MID,APXMIDP,20170105,3,42.28,214.800
MID,APXMIDP,20170105,4,40.12,126.900
MID,APXMIDP,20170105,5,38.40,260.100
MID,APXMIDP,20170105,6,39.13,273.600
MID,APXMIDP,20170105,7,40.11,113.500
MID,APXMIDP,20170105,8,38.55,198.450
MID,APXMIDP,20170105,9,40.33,127.500
MID,APXMIDP,20170105,10,40.16,166.500
MID,APXMIDP,20170105,11,42.94,259.500
MID,APXMIDP,20170105,12,41.26,152.000
MID,APXMIDP,20170105,13,45.84,404.100
MID,APXMIDP,20170105,14,45.46,814.350
MID,APXMIDP,20170105,15,45.52,490.550
MID,APXMIDP,20170105,16,72.36,331.500
MID,APXMIDP,20170105,17,73.65,335.000
MID,APXMIDP,20170105,18,73.78,424.500
MID,APXMIDP,20170105,19,79.36,481.000
MID,APXMIDP,20170105,20,80.49,442.000
MID,APXMIDP,20170105,21,76.69,605.800
MID,APXMIDP,20170105,22,69.78,541.000
MID,APXMIDP,20170105,23,52.66,730.150
MID,APXMIDP,20170105,24,53.10,808.500
MID,APXMIDP,20170105,25,52.03,867.350
MID,APXMIDP,20170105,26,51.23,796.750
MID,APXMIDP,20170105,27,48.49,648.750
MID,APXMIDP,20170105,28,47.86,733.450
MID,APXMIDP,20170105,29,50.24,791.750
MID,APXMIDP,20170105,30,50.16,658.400
MID,APXMIDP,20170105,31,55.73,802.300
MID,APXMIDP,20170105,32,59.75,666.650
MID,APXMIDP,20170105,33,50.12,972.200
MID,APXMIDP,20170105,34,69.01,744.000
MID,APXMIDP,20170105,35,78.75,800.400
MID,APXMIDP,20170105,36,75.82,853.700
MID,APXMIDP,20170105,37,61.20,964.250
MID,APXMIDP,20170105,38,58.73,1105.900
MID,APXMIDP,20170105,39,54.56,967.150
MID,APXMIDP,20170105,40,52.05,954.550
MID,APXMIDP,20170105,41,50.37,571.300
MID,APXMIDP,20170105,42,49.00,703.400
MID,APXMIDP,20170105,43,46.35,599.550
MID,APXMIDP,20170105,44,44.51,728.300
MID,APXMIDP,20170105,45,44.28,621.600
MID,APXMIDP,20170105,46,42.74,1132.800
MID,APXMIDP,20170105,47,44.54,260.650
MID,APXMIDP,20170105,48,50.78,237.500
MID,N2EXMIDP,20170105,1,0.00,0.000
MID,N2EXMIDP,20170105,2,0.00,0.000
MID,N2EXMIDP,20170105,3,0.00,0.000
MID,N2EXMIDP,20170105,4,0.00,0.000
MID,N2EXMIDP,20170105,5,0.00,0.000
MID,N2EXMIDP,20170105,6,0.00,0.000
MID,N2EXMIDP,20170105,7,0.00,0.000
MID,N2EXMIDP,20170105,8,0.00,0.000
MID,N2EXMIDP,20170105,9,0.00,0.000
MID,N2EXMIDP,20170105,10,0.00,0.000
MID,N2EXMIDP,20170105,11,0.00,0.000
MID,N2EXMIDP,20170105,12,0.00,0.000
MID,N2EXMIDP,20170105,13,0.00,0.000
MID,N2EXMIDP,20170105,14,0.00,0.000
MID,N2EXMIDP,20170105,15,0.00,0.000
MID,N2EXMIDP,20170105,16,0.00,0.000
MID,N2EXMIDP,20170105,17,0.00,0.000
MID,N2EXMIDP,20170105,18,0.00,0.000
MID,N2EXMIDP,20170105,19,0.00,0.000
MID,N2EXMIDP,20170105,20,0.00,0.000
MID,N2EXMIDP,20170105,21,0.00,0.000
MID,N2EXMIDP,20170105,22,0.00,0.000
MID,N2EXMIDP,20170105,23,0.00,0.000
MID,N2EXMIDP,20170105,24,0.00,0.000
MID,N2EXMIDP,20170105,25,0.00,0.000
MID,N2EXMIDP,20170105,26,0.00,0.000
MID,N2EXMIDP,20170105,27,0.00,0.000
MID,N2EXMIDP,20170105,28,0.00,0.000
MID,N2EXMIDP,20170105,29,0.00,0.000
MID,N2EXMIDP,20170105,30,0.00,0.000
MID,N2EXMIDP,20170105,31,0.00,0.000
MID,N2EXMIDP,20170105,32,0.00,0.000
MID,N2EXMIDP,20170105,33,0.00,0.000
MID,N2EXMIDP,20170105,34,0.00,0.000
MID,N2EXMIDP,20170105,35,0.00,0.000
MID,N2EXMIDP,20170105,36,0.00,0.000
MID,N2EXMIDP,20170105,37,0.00,0.000
MID,N2EXMIDP,20170105,38,0.00,0.000
MID,N2EXMIDP,20170105,39,0.00,0.000
MID,N2EXMIDP,20170105,40,0.00,0.000
MID,N2EXMIDP,20170105,41,0.00,0.000
MID,N2EXMIDP,20170105,42,0.00,0.000
MID,N2EXMIDP,20170105,43,0.00,0.000
MID,N2EXMIDP,20170105,44,0.00,0.000
MID,N2EXMIDP,20170105,45,0.00,0.000
MID,N2EXMIDP,20170105,46,0.00,0.000
MID,N2EXMIDP,20170105,47,0.00,0.000
MID,N2EXMIDP,20170105,48,0.00,0.000
MID,APXMIDP,20170106,1,49.99,387.950
MID,APXMIDP,20170106,2,48.33,295.500
MID,APXMIDP,20170106,3,49.78,361.800
MID,APXMIDP,20170106,4,47.72,383.350
MID,APXMIDP,20170106,5,46.79,348.600
MID,APXMIDP,20170106,6,48.47,364.450
MID,APXMIDP,20170106,7,44.99,556.900
MID,APXMIDP,20170106,8,43.98,503.650
MID,APXMIDP,20170106,9,44.07,510.250
MID,APXMIDP,20170106,10,43.68,535.700
MID,APXMIDP,20170106,11,44.34,372.000
MID,APXMIDP,20170106,12,43.62,266.800
MID,APXMIDP,20170106,13,46.89,458.950
MID,APXMIDP,20170106,14,43.38,906.550
MID,APXMIDP,20170106,15,44.22,844.500
MID,APXMIDP,20170106,16,46.75,593.250
MID,APXMIDP,20170106,17,53.84,539.100
MID,APXMIDP,20170106,18,54.03,565.050
MID,APXMIDP,20170106,19,50.76,471.050
MID,APXMIDP,20170106,20,50.11,549.450
MID,APXMIDP,20170106,21,48.34,662.350
MID,APXMIDP,20170106,22,48.90,615.900
MID,APXMIDP,20170106,23,47.35,666.500
MID,APXMIDP,20170106,24,46.98,702.550
MID,APXMIDP,20170106,25,54.44,742.600
MID,APXMIDP,20170106,26,53.56,682.050
MID,APXMIDP,20170106,27,52.88,822.950
MID,APXMIDP,20170106,28,51.23,754.450
MID,APXMIDP,20170106,29,52.72,849.200
MID,APXMIDP,20170106,30,52.96,933.350
MID,APXMIDP,20170106,31,63.60,1131.300
MID,APXMIDP,20170106,32,66.60,1012.500
MID,APXMIDP,20170106,33,67.42,883.650
MID,APXMIDP,20170106,34,93.39,869.050
MID,APXMIDP,20170106,35,96.46,950.000
MID,APXMIDP,20170106,36,96.93,1032.850
MID,APXMIDP,20170106,37,89.94,950.600
MID,APXMIDP,20170106,38,87.60,1026.500
MID,APXMIDP,20170106,39,63.48,772.650
MID,APXMIDP,20170106,40,58.00,551.850
MID,APXMIDP,20170106,41,58.40,563.350
MID,APXMIDP,20170106,42,52.85,686.350
MID,APXMIDP,20170106,43,47.03,543.250
MID,APXMIDP,20170106,44,44.25,798.950
MID,APXMIDP,20170106,45,45.12,822.000
MID,APXMIDP,20170106,46,42.69,953.000
MID,APXMIDP,20170106,47,41.68,760.650
MID,APXMIDP,20170106,48,43.72,556.100
MID,N2EXMIDP,20170106,1,0.00,0.000
MID,N2EXMIDP,20170106,2,0.00,0.000
MID,N2EXMIDP,20170106,3,0.00,0.000
MID,N2EXMIDP,20170106,4,0.00,0.000
MID,N2EXMIDP,20170106,5,0.00,0.000
MID,N2EXMIDP,20170106,6,0.00,0.000
MID,N2EXMIDP,20170106,7,0.00,0.000
MID,N2EXMIDP,20170106,8,0.00,0.000
MID,N2EXMIDP,20170106,9,0.00,0.000
MID,N2EXMIDP,20170106,10,0.00,0.000
MID,N2EXMIDP,20170106,11,0.00,0.000
MID,N2EXMIDP,20170106,12,0.00,0.000
MID,N2EXMIDP,20170106,13,0.00,0.000
MID,N2EXMIDP,20170106,14,0.00,0.000
MID,N2EXMIDP,20170106,15,0.00,0.000
MID,N2EXMIDP,20170106,16,0.00,0.000
MID,N2EXMIDP,20170106,17,0.00,0.000
MID,N2EXMIDP,20170106,18,0.00,0.000
MID,N2EXMIDP,20170106,19,0.00,0.000
MID,N2EXMIDP,20170106,20,0.00,0.000
MID,N2EXMIDP,20170106,21,0.00,0.000
MID,N2EXMIDP,20170106,22,0.00,0.000
MID,N2EXMIDP,20170106,23,0.00,0.000
MID,N2EXMIDP,20170106,24,0.00,0.000
MID,N2EXMIDP,20170106,25,0.00,0.000
MID,N2EXMIDP,20170106,26,0.00,0.000
MID,N2EXMIDP,20170106,27,0.00,0.000
MID,N2EXMIDP,20170106,28,0.00,0.000
MID,N2EXMIDP,20170106,29,0.00,0.000
