Record Type,Data Provider,Settlement Date,Settlement Period,Price,Volume
MID,APXMIDP,20180816,39,64.47,784.000
MID,APXMIDP,20180816,40,65.04,824.500
MID,APXMIDP,20180816,41,66.57,916.750
MID,APXMIDP,20180816,42,71.36,1133.850
MID,APXMIDP,20180816,43,73.57,756.600
MID,APXMIDP,20180816,44,63.49,777.050
MID,APXMIDP,20180816,45,58.52,944.650
MID,APXMIDP,20180816,46,55.64,1513.550
MID,APXMIDP,20180816,47,57.27,280.500
MID,APXMIDP,20180816,48,57.54,139.250
MID,N2EXMIDP,20180816,1,0.00,0.000
MID,N2EXMIDP,20180816,2,0.00,0.000
MID,N2EXMIDP,20180816,3,0.00,0.000
MID,N2EXMIDP,20180816,4,0.00,0.000
MID,N2EXMIDP,20180816,5,0.00,0.000
MID,N2EXMIDP,20180816,6,0.00,0.000
MID,N2EXMIDP,20180816,7,0.00,0.000
MID,N2EXMIDP,20180816,8,0.00,0.000
MID,N2EXMIDP,20180816,9,0.00,0.000
MID,N2EXMIDP,20180816,10,0.00,0.000
MID,N2EXMIDP,20180816,11,0.00,0.000
MID,N2EXMIDP,20180816,12,0.00,0.000
MID,N2EXMIDP,20180816,13,0.00,0.000
MID,N2EXMIDP,20180816,14,0.00,0.000
MID,N2EXMIDP,20180816,15,0.00,0.000
MID,N2EXMIDP,20180816,16,0.00,0.000
MID,N2EXMIDP,20180816,17,0.00,0.000
MID,N2EXMIDP,20180816,18,0.00,0.000
MID,N2EXMIDP,20180816,19,0.00,0.000
MID,N2EXMIDP,20180816,20,0.00,0.000
MID,N2EXMIDP,20180816,21,0.00,0.000
MID,N2EXMIDP,20180816,22,0.00,0.000
MID,N2EXMIDP,20180816,23,0.00,0.000
MID,N2EXMIDP,20180816,24,0.00,0.000
MID,N2EXMIDP,20180816,25,0.00,0.000
MID,N2EXMIDP,20180816,26,0.00,0.000
MID,N2EXMIDP,20180816,27,0.00,0.000
MID,N2EXMIDP,20180816,28,0.00,0.000
MID,N2EXMIDP,20180816,29,0.00,0.000
MID,N2EXMIDP,20180816,30,0.00,0.000
MID,N2EXMIDP,20180816,31,0.00,0.000
MID,N2EXMIDP,20180816,32,0.00,0.000
MID,N2EXMIDP,20180816,33,0.00,0.000
MID,N2EXMIDP,20180816,34,0.00,0.000
MID,N2EXMIDP,20180816,35,0.00,0.000
MID,N2EXMIDP,20180816,36,0.00,0.000
MID,N2EXMIDP,20180816,37,0.00,0.000
MID,N2EXMIDP,20180816,38,0.00,0.000
MID,N2EXMIDP,20180816,39,0.00,0.000
MID,N2EXMIDP,20180816,40,0.00,0.000
MID,N2EXMIDP,20180816,41,0.00,0.000
MID,N2EXMIDP,20180816,42,0.00,0.000
MID,N2EXMIDP,20180816,43,0.00,0.000
MID,N2EXMIDP,20180816,44,0.00,0.000
MID,N2EXMIDP,20180816,45,0.00,0.000
MID,N2EXMIDP,20180816,46,0.00,0.000
MID,N2EXMIDP,20180816,47,0.00,0.000
MID,N2EXMIDP,20180816,48,0.00,0.000
MID,APXMIDP,20180817,1,56.63,512.000
MID,APXMIDP,20180817,2,56.19,488.500
MID,APXMIDP,20180817,3,53.75,456.500
MID,APXMIDP,20180817,4,53.71,459.000
MID,APXMIDP,20180817,5,53.50,482.500
MID,APXMIDP,20180817,6,53.15,593.450
MID,APXMIDP,20180817,7,50.24,376.250
MID,APXMIDP,20180817,8,50.24,350.500
MID,APXMIDP,20180817,9,50.21,355.500
MID,APXMIDP,20180817,10,50.47,357.000
MID,APXMIDP,20180817,11,52.40,178.300
MID,APXMIDP,20180817,12,52.66,345.500
MID,APXMIDP,20180817,13,57.28,407.400
MID,APXMIDP,20180817,14,56.43,740.150
MID,APXMIDP,20180817,15,54.59,228.400
MID,APXMIDP,20180817,16,69.01,219.500
MID,APXMIDP,20180817,17,71.04,534.000
MID,APXMIDP,20180817,18,70.18,439.500
MID,APXMIDP,20180817,19,76.57,738.900
MID,APXMIDP,20180817,20,76.77,839.250
MID,APXMIDP,20180817,21,76.21,1017.500
MID,APXMIDP,20180817,22,73.94,1199.700
MID,APXMIDP,20180817,23,56.32,457.500
MID,APXMIDP,20180817,24,55.91,633.000
MID,APXMIDP,20180817,25,55.55,819.150
MID,APXMIDP,20180817,26,55.45,825.200
MID,APXMIDP,20180817,27,54.15,814.150
MID,APXMIDP,20180817,28,53.11,998.150
MID,APXMIDP,20180817,29,52.58,1185.150
MID,APXMIDP,20180817,30,52.42,1193.750
MID,APXMIDP,20180817,31,56.22,962.400
MID,APXMIDP,20180817,32,57.18,1004.500
MID,APXMIDP,20180817,33,59.55,1357.600
MID,APXMIDP,20180817,34,59.90,1398.900
MID,APXMIDP,20180817,35,62.27,1182.100
MID,APXMIDP,20180817,36,61.58,1103.650
MID,APXMIDP,20180817,37,61.62,1292.900
MID,APXMIDP,20180817,38,62.68,1275.400
MID,APXMIDP,20180817,39,61.33,843.150
MID,APXMIDP,20180817,40,61.53,873.000
MID,APXMIDP,20180817,41,61.44,845.000
MID,APXMIDP,20180817,42,61.88,957.000
MID,APXMIDP,20180817,43,61.00,970.650
MID,APXMIDP,20180817,44,60.22,1030.350
MID,APXMIDP,20180817,45,60.06,1056.150
MID,APXMIDP,20180817,46,57.89,1339.250
MID,APXMIDP,20180817,47,59.02,331.300
MID,APXMIDP,20180817,48,58.35,333.800
MID,N2EXMIDP,20180817,1,0.00,0.000
MID,N2EXMIDP,20180817,2,0.00,0.000
MID,N2EXMIDP,20180817,3,0.00,0.000
MID,N2EXMIDP,20180817,4,0.00,0.000
MID,N2EXMIDP,20180817,5,0.00,0.000
MID,N2EXMIDP,20180817,6,0.00,0.000
MID,N2EXMIDP,20180817,7,0.00,0.000
MID,N2EXMIDP,20180817,8,0.00,0.000
MID,N2EXMIDP,20180817,9,0.00,0.000
MID,N2EXMIDP,20180817,10,0.00,0.000
MID,N2EXMIDP,20180817,11,0.00,0.000
MID,N2EXMIDP,20180817,12,0.00,0.000
MID,N2EXMIDP,20180817,13,0.00,0.000
MID,N2EXMIDP,20180817,14,0.00,0.000
MID,N2EXMIDP,20180817,15,0.00,0.000
MID,N2EXMIDP,20180817,16,0.00,0.000
MID,N2EXMIDP,20180817,17,0.00,0.000
MID,N2EXMIDP,20180817,18,0.00,0.000
MID,N2EXMIDP,20180817,19,0.00,0.000
MID,N2EXMIDP,20180817,20,0.00,0.000
MID,N2EXMIDP,20180817,21,0.00,0.000
MID,N2EXMIDP,20180817,22,0.00,0.000
MID,N2EXMIDP,20180817,23,0.00,0.000
MID,N2EXMIDP,20180817,24,0.00,0.000
MID,N2EXMIDP,20180817,25,0.00,0.000
MID,N2EXMIDP,20180817,26,0.00,0.000
MID,N2EXMIDP,20180817,27,0.00,0.000
MID,N2EXMIDP,20180817,28,0.00,0.000
MID,N2EXMIDP,20180817,29,0.00,0.000
MID,N2EXMIDP,20180817,30,0.00,0.000
MID,N2EXMIDP,20180817,31,0.00,0.000
MID,N2EXMIDP,20180817,32,0.00,0.000
MID,N2EXMIDP,20180817,33,0.00,0.000
MID,N2EXMIDP,20180817,34,0.00,0.000
MID,N2EXMIDP,20180817,35,0.00,0.000
MID,N2EXMIDP,20180817,36,0.00,0.000
MID,N2EXMIDP,20180817,37,0.00,0.000
MID,N2EXMIDP,20180817,38,0.00,0.000
MID,N2EXMIDP,20180817,39,0.00,0.000
MID,N2EXMIDP,20180817,40,0.00,0.000
MID,N2EXMIDP,20180817,41,0.00,0.000
MID,N2EXMIDP,20180817,42,0.00,0.000
MID,N2EXMIDP,20180817,43,0.00,0.000
MID,N2EXMIDP,20180817,44,0.00,0.000
MID,N2EXMIDP,20180817,45,0.00,0.000
MID,N2EXMIDP,20180817,46,0.00,0.000
MID,N2EXMIDP,20180817,47,0.00,0.000
MID,N2EXMIDP,20180817,48,0.00,0.000
MID,APXMIDP,20180818,1,54.95,172.450
MID,APXMIDP,20180818,2,55.52,146.600
MID,APXMIDP,20180818,3,50.33,91.000
MID,APXMIDP,20180818,4,45.28,180.650
MID,APXMIDP,20180818,5,43.51,199.150
MID,APXMIDP,20180818,6,23.00,402.450
MID,APXMIDP,20180818,7,34.08,613.350
MID,APXMIDP,20180818,8,34.55,680.850
MID,APXMIDP,20180818,9,34.83,738.350
MID,APXMIDP,20180818,10,35.52,701.350
MID,APXMIDP,20180818,11,37.37,592.850
MID,APXMIDP,20180818,12,37.56,578.000
MID,APXMIDP,20180818,13,38.54,581.350
MID,APXMIDP,20180818,14,40.98,702.900
MID,APXMIDP,20180818,15,50.39,578.400
MID,APXMIDP,20180818,16,54.08,709.100
MID,APXMIDP,20180818,17,54.14,855.000
MID,APXMIDP,20180818,18,55.51,877.500
MID,APXMIDP,20180818,19,61.68,541.050
MID,APXMIDP,20180818,20,63.61,577.050
MID,APXMIDP,20180818,21,65.03,680.350
MID,APXMIDP,20180818,22,63.96,610.550
MID,APXMIDP,20180818,23,0.00,0.000
MID,APXMIDP,20180818,24,58.17,303.550
MID,APXMIDP,20180818,25,59.32,397.500
MID,APXMIDP,20180818,26,59.32,397.500
MID,APXMIDP,20180818,27,55.18,568.200
MID,APXMIDP,20180818,28,55.32,771.050
MID,APXMIDP,20180818,29,55.53,663.200
MID,APXMIDP,20180818,30,55.52,662.800
MID,APXMIDP,20180818,31,51.07,497.700
MID,APXMIDP,20180818,32,50.87,780.500
MID,APXMIDP,20180818,33,51.86,983.950
MID,APXMIDP,20180818,34,51.16,1091.350
MID,APXMIDP,20180818,35,54.37,371.500
MID,APXMIDP,20180818,36,52.63,644.400
MID,APXMIDP,20180818,37,53.13,720.150
MID,APXMIDP,20180818,38,53.06,683.750
MID,APXMIDP,20180818,39,71.14,518.950
MID,APXMIDP,20180818,40,72.06,525.200
MID,APXMIDP,20180818,41,72.65,666.700
MID,APXMIDP,20180818,42,73.52,811.950
MID,APXMIDP,20180818,43,74.22,553.050
MID,APXMIDP,20180818,44,71.12,683.350
MID,APXMIDP,20180818,45,69.64,492.050
MID,APXMIDP,20180818,46,59.46,937.700
MID,APXMIDP,20180818,47,59.29,512.950
MID,APXMIDP,20180818,48,60.06,446.300
MID,N2EXMIDP,20180818,1,0.00,0.000
MID,N2EXMIDP,20180818,2,0.00,0.000
MID,N2EXMIDP,20180818,3,0.00,0.000
MID,N2EXMIDP,20180818,4,0.00,0.000
MID,N2EXMIDP,20180818,5,0.00,0.000
MID,N2EXMIDP,20180818,6,0.00,0.000
MID,N2EXMIDP,20180818,7,0.00,0.000
MID,N2EXMIDP,20180818,8,0.00,0.000
MID,N2EXMIDP,20180818,9,0.00,0.000
MID,N2EXMIDP,20180818,10,0.00,0.000
MID,N2EXMIDP,20180818,11,0.00,0.000
MID,N2EXMIDP,20180818,12,0.00,0.000
MID,N2EXMIDP,20180818,13,0.00,0.000
MID,N2EXMIDP,20180818,14,0.00,0.000
MID,N2EXMIDP,20180818,15,0.00,0.000
MID,N2EXMIDP,20180818,16,0.00,0.000
MID,N2EXMIDP,20180818,17,0.00,0.000
MID,N2EXMIDP,20180818,18,0.00,0.000
MID,N2EXMIDP,20180818,19,0.00,0.000
MID,N2EXMIDP,20180818,20,0.00,0.000
MID,N2EXMIDP,20180818,21,0.00,0.000
MID,N2EXMIDP,20180818,22,0.00,0.000
MID,N2EXMIDP,20180818,23,0.00,0.000
MID,N2EXMIDP,20180818,24,0.00,0.000
MID,N2EXMIDP,20180818,25,0.00,0.000
MID,N2EXMIDP,20180818,26,0.00,0.000
MID,N2EXMIDP,20180818,27,0.00,0.000
MID,N2EXMIDP,20180818,28,0.00,0.000
MID,N2EXMIDP,20180818,29,0.00,0.000
MID,N2EXMIDP,20180818,30,0.00,0.000
MID,N2EXMIDP,20180818,31,0.00,0.000
MID,N2EXMIDP,20180818,32,0.00,0.000
MID,N2EXMIDP,20180818,33,0.00,0.000
MID,N2EXMIDP,20180818,34,0.00,0.000
MID,N2EXMIDP,20180818,35,0.00,0.000
MID,N2EXMIDP,20180818,36,0.00,0.000
MID,N2EXMIDP,20180818,37,0.00,0.000
MID,N2EXMIDP,20180818,38,0.00,0.000
MID,N2EXMIDP,20180818,39,0.00,0.000
MID,N2EXMIDP,20180818,40,0.00,0.000
MID,N2EXMIDP,20180818,41,0.00,0.000
MID,N2EXMIDP,20180818,42,0.00,0.000
MID,N2EXMIDP,20180818,43,0.00,0.000
MID,N2EXMIDP,20180818,44,0.00,0.000
MID,N2EXMIDP,20180818,45,0.00,0.000
MID,N2EXMIDP,20180818,46,0.00,0.000
MID,N2EXMIDP,20180818,47,0.00,0.000
MID,N2EXMIDP,20180818,48,0.00,0.000
MID,APXMIDP,20180819,1,57.84,392.800
MID,APXMIDP,20180819,2,57.81,352.450
MID,APXMIDP,20180819,3,48.29,508.000
MID,APXMIDP,20180819,4,47.56,655.000
MID,APXMIDP,20180819,5,46.88,772.550
MID,APXMIDP,20180819,6,46.17,877.750
MID,APXMIDP,20180819,7,45.24,741.000
MID,APXMIDP,20180819,8,45.14,764.000
MID,APXMIDP,20180819,9,44.87,840.950
MID,APXMIDP,20180819,10,44.56,907.650
MID,APXMIDP,20180819,11,43.75,571.500
MID,APXMIDP,20180819,12,44.66,445.100
MID,APXMIDP,20180819,13,43.08,576.350
MID,APXMIDP,20180819,14,44.78,420.500
MID,APXMIDP,20180819,15,43.72,1044.000
MID,APXMIDP,20180819,16,34.33,1246.000
MID,APXMIDP,20180819,17,32.47,1415.400
MID,APXMIDP,20180819,18,34.54,1602.550
MID,APXMIDP,20180819,19,43.26,1279.500
MID,APXMIDP,20180819,20,43.48,1134.500
MID,APXMIDP,20180819,21,46.36,1252.550
MID,APXMIDP,20180819,22,46.32,1196.550
MID,APXMIDP,20180819,23,57.05,717.200
MID,APXMIDP,20180819,24,56.94,703.050
MID,APXMIDP,20180819,25,56.93,835.050
MID,APXMIDP,20180819,26,56.13,856.050
MID,APXMIDP,20180819,27,54.12,551.400
MID,APXMIDP,20180819,28,54.81,487.900
MID,APXMIDP,20180819,29,52.60,647.900
MID,APXMIDP,20180819,30,51.65,672.900
MID,APXMIDP,20180819,31,47.01,417.250
MID,APXMIDP,20180819,32,49.07,362.250
MID,APXMIDP,20180819,33,50.95,702.250
MID,APXMIDP,20180819,34,53.10,607.000
MID,APXMIDP,20180819,35,56.45,720.850
MID,APXMIDP,20180819,36,56.44,746.250
MID,APXMIDP,20180819,37,57.31,727.950
MID,APXMIDP,20180819,38,57.13,798.150
MID,APXMIDP,20180819,39,68.12,656.700
MID,APXMIDP,20180819,40,68.27,671.700
MID,APXMIDP,20180819,41,67.50,725.000
MID,APXMIDP,20180819,42,68.10,747.000
MID,APXMIDP,20180819,43,72.56,831.650
MID,APXMIDP,20180819,44,70.16,863.400
MID,APXMIDP,20180819,45,67.67,817.000
MID,APXMIDP,20180819,46,63.89,997.000
MID,APXMIDP,20180819,47,68.85,603.050
MID,APXMIDP,20180819,48,69.33,298.000
MID,N2EXMIDP,20180819,1,0.00,0.000
MID,N2EXMIDP,20180819,2,0.00,0.000
MID,N2EXMIDP,20180819,3,0.00,0.000
MID,N2EXMIDP,20180819,4,0.00,0.000
MID,N2EXMIDP,20180819,5,0.00,0.000
MID,N2EXMIDP,20180819,6,0.00,0.000
MID,N2EXMIDP,20180819,7,0.00,0.000
MID,N2EXMIDP,20180819,8,0.00,0.000
MID,N2EXMIDP,20180819,9,0.00,0.000
MID,N2EXMIDP,20180819,10,0.00,0.000
MID,N2EXMIDP,20180819,11,0.00,0.000
MID,N2EXMIDP,20180819,12,0.00,0.000
MID,N2EXMIDP,20180819,13,0.00,0.000
MID,N2EXMIDP,20180819,14,0.00,0.000
MID,N2EXMIDP,20180819,15,0.00,0.000
MID,N2EXMIDP,20180819,16,0.00,0.000
MID,N2EXMIDP,20180819,17,0.00,0.000
MID,N2EXMIDP,20180819,18,0.00,0.000
MID,N2EXMIDP,20180819,19,0.00,0.000
MID,N2EXMIDP,20180819,20,0.00,0.000
MID,N2EXMIDP,20180819,21,0.00,0.000
MID,N2EXMIDP,20180819,22,0.00,0.000
MID,N2EXMIDP,20180819,23,0.00,0.000
MID,N2EXMIDP,20180819,24,0.00,0.000
MID,N2EXMIDP,20180819,25,0.00,0.000
MID,N2EXMIDP,20180819,26,0.00,0.000
MID,N2EXMIDP,20180819,27,0.00,0.000
MID,N2EXMIDP,20180819,28,0.00,0.000
MID,N2EXMIDP,20180819,29,0.00,0.000
MID,N2EXMIDP,20180819,30,0.00,0.000
MID,N2EXMIDP,20180819,31,0.00,0.000
MID,N2EXMIDP,20180819,32,0.00,0.000
MID,N2EXMIDP,20180819,33,0.00,0.000
MID,N2EXMIDP,20180819,34,0.00,0.000
MID,N2EXMIDP,20180819,35,0.00,0.000
MID,N2EXMIDP,20180819,36,0.00,0.000
MID,N2EXMIDP,20180819,37,0.00,0.000
MID,N2EXMIDP,20180819,38,0.00,0.000
MID,N2EXMIDP,20180819,39,0.00,0.000
MID,N2EXMIDP,20180819,40,0.00,0.000
MID,N2EXMIDP,20180819,41,0.00,0.000
MID,N2EXMIDP,20180819,42,0.00,0.000
MID,N2EXMIDP,20180819,43,0.00,0.000
MID,N2EXMIDP,20180819,44,0.00,0.000
MID,N2EXMIDP,20180819,45,0.00,0.000
MID,N2EXMIDP,20180819,46,0.00,0.000
MID,N2EXMIDP,20180819,47,0.00,0.000
MID,N2EXMIDP,20180819,48,0.00,0.000
MID,APXMIDP,20180820,1,55.62,324.500
MID,APXMIDP,20180820,2,56.22,333.000
MID,APXMIDP,20180820,3,55.00,211.000
MID,APXMIDP,20180820,4,56.83,261.850
MID,APXMIDP,20180820,5,60.31,350.500
MID,APXMIDP,20180820,6,59.95,337.500
MID,APXMIDP,20180820,7,57.40,208.750
MID,APXMIDP,20180820,8,57.54,197.500
MID,APXMIDP,20180820,9,56.26,322.100
MID,APXMIDP,20180820,10,56.31,327.600
MID,APXMIDP,20180820,11,58.49,139.500
MID,APXMIDP,20180820,12,58.30,163.350
MID,APXMIDP,20180820,13,60.56,261.350
MID,APXMIDP,20180820,14,56.12,630.100
MID,APXMIDP,20180820,15,49.50,75.000
MID,APXMIDP,20180820,16,71.78,229.900
MID,APXMIDP,20180820,17,76.61,390.400
MID,APXMIDP,20180820,18,80.19,486.650
MID,APXMIDP,20180820,19,87.97,405.800
MID,APXMIDP,20180820,20,94.28,568.600
MID,APXMIDP,20180820,21,100.77,664.050
MID,APXMIDP,20180820,22,105.61,711.300
MID,APXMIDP,20180820,23,116.31,674.450
MID,APXMIDP,20180820,24,110.40,817.900
MID,APXMIDP,20180820,25,107.36,1025.900
MID,APXMIDP,20180820,26,110.29,853.050
MID,APXMIDP,20180820,27,112.35,597.500
MID,APXMIDP,20180820,28,113.06,893.850
MID,APXMIDP,20180820,29,111.72,956.150
MID,APXMIDP,20180820,30,109.69,1065.250
MID,APXMIDP,20180820,31,112.08,423.250
MID,APXMIDP,20180820,32,115.60,332.000
MID,APXMIDP,20180820,33,155.58,800.350
MID,APXMIDP,20180820,34,146.25,765.900
MID,APXMIDP,20180820,35,163.61,834.850
MID,APXMIDP,20180820,36,161.55,951.250
MID,APXMIDP,20180820,37,160.01,804.000
MID,APXMIDP,20180820,38,158.25,833.500
MID,APXMIDP,20180820,39,88.04,519.250
MID,APXMIDP,20180820,40,84.64,600.550
MID,APXMIDP,20180820,41,86.20,612.150
MID,APXMIDP,20180820,42,88.53,733.550
MID,APXMIDP,20180820,43,89.26,399.450
MID,APXMIDP,20180820,44,75.29,302.750
MID,APXMIDP,20180820,45,71.96,309.750
MID,APXMIDP,20180820,46,63.25,725.850
MID,APXMIDP,20180820,47,62.36,550.850
MID,APXMIDP,20180820,48,62.72,344.200
MID,N2EXMIDP,20180820,1,0.00,0.000
MID,N2EXMIDP,20180820,2,0.00,0.000
MID,N2EXMIDP,20180820,3,0.00,0.000
MID,N2EXMIDP,20180820,4,0.00,0.000
MID,N2EXMIDP,20180820,5,0.00,0.000
MID,N2EXMIDP,20180820,6,0.00,0.000
MID,N2EXMIDP,20180820,7,0.00,0.000
MID,N2EXMIDP,20180820,8,0.00,0.000
MID,N2EXMIDP,20180820,9,0.00,0.000
MID,N2EXMIDP,20180820,10,0.00,0.000
MID,N2EXMIDP,20180820,11,0.00,0.000
MID,N2EXMIDP,20180820,12,0.00,0.000
MID,N2EXMIDP,20180820,13,0.00,0.000
MID,N2EXMIDP,20180820,14,0.00,0.000
MID,N2EXMIDP,20180820,15,0.00,0.000
MID,N2EXMIDP,20180820,16,0.00,0.000
MID,N2EXMIDP,20180820,17,0.00,0.000
MID,N2EXMIDP,20180820,18,0.00,0.000
MID,N2EXMIDP,20180820,19,0.00,0.000
MID,N2EXMIDP,20180820,20,0.00,0.000
MID,N2EXMIDP,20180820,21,0.00,0.000
MID,N2EXMIDP,20180820,22,0.00,0.000
MID,N2EXMIDP,20180820,23,0.00,0.000
MID,N2EXMIDP,20180820,24,0.00,0.000
MID,N2EXMIDP,20180820,25,0.00,0.000
MID,N2EXMIDP,20180820,26,0.00,0.000
MID,N2EXMIDP,20180820,27,0.00,0.000
MID,N2EXMIDP,20180820,28,0.00,0.000
MID,N2EXMIDP,20180820,29,0.00,0.000
MID,N2EXMIDP,20180820,30,0.00,0.000
MID,N2EXMIDP,20180820,31,0.00,0.000
MID,N2EXMIDP,20180820,32,0.00,0.000
MID,N2EXMIDP,20180820,33,0.00,0.000
MID,N2EXMIDP,20180820,34,0.00,0.000
MID,N2EXMIDP,20180820,35,0.00,0.000
MID,N2EXMIDP,20180820,36,0.00,0.000
MID,N2EXMIDP,20180820,37,0.00,0.000
MID,N2EXMIDP,20180820,38,0.00,0.000
MID,N2EXMIDP,20180820,39,0.00,0.000
MID,N2EXMIDP,20180820,40,0.00,0.000
MID,N2EXMIDP,20180820,41,0.00,0.000
MID,N2EXMIDP,20180820,42,0.00,0.000
MID,N2EXMIDP,20180820,43,0.00,0.000
MID,N2EXMIDP,20180820,44,0.00,0.000
MID,N2EXMIDP,20180820,45,0.00,0.000
MID,N2EXMIDP,20180820,46,0.00,0.000
MID,N2EXMIDP,20180820,47,0.00,0.000
MID,N2EXMIDP,20180820,48,0.00,0.000
MID,APXMIDP,20180821,1,59.18,242.750
MID,APXMIDP,20180821,2,59.47,273.250
MID,APXMIDP,20180821,3,54.66,161.550
MID,APXMIDP,20180821,4,54.70,179.050
MID,APXMIDP,20180821,5,53.93,263.050
MID,APXMIDP,20180821,6,53.49,285.800
MID,APXMIDP,20180821,7,56.47,430.550
MID,APXMIDP,20180821,8,55.86,482.050
MID,APXMIDP,20180821,9,56.18,456.050
MID,APXMIDP,20180821,10,56.20,454.550
MID,APXMIDP,20180821,11,63.34,298.100
MID,APXMIDP,20180821,12,65.77,401.200
MID,APXMIDP,20180821,13,74.22,492.400
MID,APXMIDP,20180821,14,61.65,856.500
MID,APXMIDP,20180821,15,66.44,448.300
MID,APXMIDP,20180821,16,95.07,644.000
MID,APXMIDP,20180821,17,95.47,407.200
MID,APXMIDP,20180821,18,95.47,571.000
MID,APXMIDP,20180821,19,91.62,607.100
MID,APXMIDP,20180821,20,90.78,610.350
MID,APXMIDP,20180821,21,91.72,828.350
MID,APXMIDP,20180821,22,91.22,716.850
MID,APXMIDP,20180821,23,79.82,670.500
MID,APXMIDP,20180821,24,76.81,833.350
MID,APXMIDP,20180821,25,74.88,994.050
MID,APXMIDP,20180821,26,75.02,1152.600
MID,APXMIDP,20180821,27,71.80,977.500
MID,APXMIDP,20180821,28,69.73,1085.700
MID,APXMIDP,20180821,29,65.99,1326.700
MID,APXMIDP,20180821,30,66.25,1358.550
MID,APXMIDP,20180821,31,64.94,1518.100
MID,APXMIDP,20180821,32,64.83,1630.350
MID,APXMIDP,20180821,33,63.74,1842.700
MID,APXMIDP,20180821,34,64.10,1831.850
MID,APXMIDP,20180821,35,64.54,1482.100
MID,APXMIDP,20180821,36,65.18,1509.100
MID,APXMIDP,20180821,37,64.88,1614.600
MID,APXMIDP,20180821,38,64.97,1717.550
MID,APXMIDP,20180821,39,68.06,1148.850
MID,APXMIDP,20180821,40,68.21,1252.500
MID,APXMIDP,20180821,41,68.13,1302.750
MID,APXMIDP,20180821,42,68.94,1501.000
MID,APXMIDP,20180821,43,66.86,1872.150
MID,APXMIDP,20180821,44,65.96,1679.050
MID,APXMIDP,20180821,45,64.80,1644.000
MID,APXMIDP,20180821,46,63.98,1852.250
MID,APXMIDP,20180821,47,59.05,194.000
MID,APXMIDP,20180821,48,59.88,423.000
MID,N2EXMIDP,20180821,1,0.00,0.000
MID,N2EXMIDP,20180821,2,0.00,0.000
MID,N2EXMIDP,20180821,3,0.00,0.000
MID,N2EXMIDP,20180821,4,0.00,0.000
MID,N2EXMIDP,20180821,5,0.00,0.000
MID,N2EXMIDP,20180821,6,0.00,0.000
MID,N2EXMIDP,20180821,7,0.00,0.000
MID,N2EXMIDP,20180821,8,0.00,0.000
MID,N2EXMIDP,20180821,9,0.00,0.000
MID,N2EXMIDP,20180821,10,0.00,0.000
MID,N2EXMIDP,20180821,11,0.00,0.000
MID,N2EXMIDP,20180821,12,0.00,0.000
MID,N2EXMIDP,20180821,13,0.00,0.000
MID,N2EXMIDP,20180821,14,0.00,0.000
MID,N2EXMIDP,20180821,15,0.00,0.000
MID,N2EXMIDP,20180821,16,0.00,0.000
MID,N2EXMIDP,20180821,17,0.00,0.000
MID,N2EXMIDP,20180821,18,0.00,0.000
MID,N2EXMIDP,20180821,19,0.00,0.000
MID,N2EXMIDP,20180821,20,0.00,0.000
MID,N2EXMIDP,20180821,21,0.00,0.000
MID,N2EXMIDP,20180821,22,0.00,0.000
MID,N2EXMIDP,20180821,23,0.00,0.000
MID,N2EXMIDP,20180821,24,0.00,0.000
MID,N2EXMIDP,20180821,25,0.00,0.000
MID,N2EXMIDP,20180821,26,0.00,0.000
MID,N2EXMIDP,20180821,27,0.00,0.000
MID,N2EXMIDP,20180821,28,0.00,0.000
MID,N2EXMIDP,20180821,29,0.00,0.000
MID,N2EXMIDP,20180821,30,0.00,0.000
MID,N2EXMIDP,20180821,31,0.00,0.000
MID,N2EXMIDP,20180821,32,0.00,0.000
MID,N2EXMIDP,20180821,33,0.00,0.000
MID,N2EXMIDP,20180821,34,0.00,0.000
MID,N2EXMIDP,20180821,35,0.00,0.000
MID,N2EXMIDP,20180821,36,0.00,0.000
MID,N2EXMIDP,20180821,37,0.00,0.000
MID,N2EXMIDP,20180821,38,0.00,0.000
MID,N2EXMIDP,20180821,39,0.00,0.000
MID,N2EXMIDP,20180821,40,0.00,0.000
MID,N2EXMIDP,20180821,41,0.00,0.000
MID,N2EXMIDP,20180821,42,0.00,0.000
MID,N2EXMIDP,20180821,43,0.00,0.000
MID,N2EXMIDP,20180821,44,0.00,0.000
MID,N2EXMIDP,20180821,45,0.00,0.000
MID,N2EXMIDP,20180821,46,0.00,0.000
MID,N2EXMIDP,20180821,47,0.00,0.000
MID,N2EXMIDP,20180821,48,0.00,0.000
MID,APXMIDP,20180822,1,55.10,142.550
MID,APXMIDP,20180822,2,53.32,314.800
MID,APXMIDP,20180822,3,49.34,415.350
MID,APXMIDP,20180822,4,49.33,446.500
MID,APXMIDP,20180822,5,49.22,448.000
MID,APXMIDP,20180822,6,49.01,476.500
MID,APXMIDP,20180822,7,50.46,213.500
MID,APXMIDP,20180822,8,35.73,326.000
MID,APXMIDP,20180822,9,37.17,622.500
MID,APXMIDP,20180822,10,36.91,620.000
MID,APXMIDP,20180822,11,49.10,387.400
MID,APXMIDP,20180822,12,55.21,578.450
MID,APXMIDP,20180822,13,59.22,537.500
MID,APXMIDP,20180822,14,52.50,901.700
MID,APXMIDP,20180822,15,51.49,542.500
MID,APXMIDP,20180822,16,71.35,265.000
MID,APXMIDP,20180822,17,73.99,330.600
MID,APXMIDP,20180822,18,77.24,292.050
