Date,SAP(£/MWh),EU ETS (£/MWh),Gas (£/MWh)
2019-05-05,11.69,3.94638048,18.94338048
2019-05-06,12.21,3.986779888,19.50677989
2019-05-07,11.46,4.15956288,18.93156288
2019-05-08,12.41,4.26071412,19.98071412
2019-05-09,13.8,4.2050624,21.3190624
2019-05-10,13.05,4.07532216,20.43632216
2019-05-11,12.5,4.07532216,19.88732216
2019-05-12,11.69,4.07532216,19.08032216
2019-05-13,10.21,3.993446392,17.51844639
2019-05-14,10.52,4.135420056,17.96442006
2019-05-15,11.13,4.1692238,18.6132238
2019-05-16,9.53,4.107830728,16.95083073
2019-05-17,11.09,4.03926,18.44326
2019-05-18,10.89,4.03926,18.24126
2019-05-19,10.87,4.03926,18.21726
2019-05-20,10.67,4.06832832,18.05432832
2019-05-21,10.18,4.104392688,17.59639269
2019-05-22,10.15,4.27468248,17.73968248
2019-05-23,9.91,4.23402032,17.45902032
2019-05-24,10.08,4.13113212,17.51813212
2019-05-25,10.06,4.13113212,17.50113212
2019-05-26,9.71,4.13113212,17.15413212
2019-05-27,10.23,4.155775056,17.69277506
2019-05-28,10.46,4.13509824,17.90209824
2019-05-29,10.15,4.142742888,17.59974289
2019-05-30,9.72,4.10961056,17.13861056
2019-05-31,9.29,3.988017104,16.5860171
2019-06-01,9.2,3.988017104,16.4990171
2019-06-02,8.73,3.988017104,16.0340171
2019-06-03,9.03,3.878052448,16.22305245
2019-06-04,10.07,4.004321344,17.38332134
2019-06-05,9.57,3.9479776,16.8289776
2019-06-06,9.21,3.919022624,16.44402262
2019-06-07,9.96,4.014659568,17.29065957
2019-06-08,10.08,4.014659568,17.40265957
2019-06-09,10.17,4.014659568,17.49665957
2019-06-10,10.52,4.13509824,17.96209824
2019-06-11,10.01,4.092563328,17.41656333
2019-06-12,10.22,4.063609824,17.59060982
2019-06-13,10.76,4.084694016,18.15469402
2019-06-14,10.57,4.11417192,17.99317192
2019-06-15,10.51,4.11417192,17.93317192
2019-06-16,10.04,4.11417192,17.46717192
2019-06-17,10.66,4.119372864,18.09237286
2019-06-18,10.36,4.12058432,17.79458432
2019-06-19,9.71,4.078723584,17.09972358
2019-06-20,9.59,4.10483392,17.00583392
2019-06-21,9.33,4.16314536,16.80214536
2019-06-22,9.79,4.16314536,17.26014536
2019-06-23,9.63,4.16314536,17.10414536
2019-06-24,9.41,4.3426116,17.0606116
2019-06-25,9.11,4.353572296,16.7735723
2019-06-26,8.67,4.51562496,16.50062496
2019-06-27,8.07,4.439625048,15.82162505
2019-06-28,8.48,4.338428544,16.13442854
2019-06-29,8.71,4.338428544,16.35942854
2019-06-30,8.56,4.338428544,16.20942854
2019-07-01,9.05,4.338428544,16.70142854
2019-07-02,9.58,4.406149376,17.30014938
2019-07-03,9.5,4.376885832,17.18688583
2019-07-04,9.47,4.293377064,17.07937706
2019-07-05,10.44,4.354937024,18.10993702
2019-07-06,10.38,4.354937024,18.04793702
2019-07-07,9.97,4.354937024,17.63193702
2019-07-08,10.56,4.42000384,18.29100384
2019-07-09,10.84,4.395403776,18.54340378
2019-07-10,11.85,4.668782696,19.8267827
2019-07-11,12.46,4.677536496,20.4515365
2019-07-12,11.75,4.755969808,19.81296981
2019-07-13,12.27,4.755969808,20.33296981
2019-07-14,12.23,4.755969808,20.29396981
2019-07-15,11.72,4.80854192,19.83854192
2019-07-16,11.05,4.732442832,19.09644283
2019-07-17,10.72,4.73034744,18.75834744
2019-07-18,10.08,4.589122656,17.98012266
2019-07-19,10.02,4.776741936,18.10374194
