Settlement Date,Settlement Period,INDO
20170412,9,20771
20170412,10,20836
20170412,11,21503
20170412,12,22700
20170412,13,24881
20170412,14,27207
20170412,15,29910
20170412,16,31629
20170412,17,32959
20170412,18,33229
20170412,19,33581
20170412,20,33326
20170412,21,33044
20170412,22,32531
20170412,23,32011
20170412,24,31679
20170412,25,31290
20170412,26,30559
20170412,27,29878
20170412,28,29318
20170412,29,28820
20170412,30,28639
20170412,31,28903
20170412,32,29440
20170412,33,30132
20170412,34,31049
20170412,35,31716
20170412,36,32194
20170412,37,32660
20170412,38,33199
20170412,39,33527
20170412,40,33890
20170412,41,34538
20170412,42,34645
20170412,43,33628
20170412,44,31826
20170412,45,30171
20170412,46,28303
20170412,47,26326
20170412,48,24853
20170412,1,23255
20170412,2,23040
20170412,3,23387
20170412,4,23836
20170412,5,23577
20170412,6,23329
20170412,7,22952
20170412,8,22785
20170412,9,22627
20170412,10,22683
20170412,11,23342
20170412,12,24524
20170412,13,25955
20170412,14,27715
20170412,15,30417
20170412,16,32133
20170412,17,33464
20170412,18,33735
20170412,19,34139
20170412,20,33971
20170412,21,33712
20170412,22,33077
20170412,23,32531
20170412,24,32247
20170412,25,31983
20170412,26,31266
20170412,27,30686
20170412,28,30113
20170412,29,29624
20170412,30,29443
20170412,31,29823
20170412,32,30450
20170412,33,30981
20170412,34,31774
20170412,35,32500
20170412,36,32982
20170412,37,33499
20170412,38,33985
20170412,39,34232
20170412,40,34575
20170412,41,35281
20170412,42,35655
20170412,43,34730
20170412,44,32888
20170412,45,31143
20170412,46,29122
20170412,47,26965
20170412,48,25466
20170413,1,23519
20170413,2,22786
20170413,3,22879
20170413,4,23261
20170413,5,23022
20170413,6,22750
20170413,7,22490
20170413,8,22396
20170413,9,22304
20170413,10,22415
20170413,11,23189
20170413,12,24137
20170413,13,26171
20170413,14,28488
20170413,15,31101
20170413,16,32621
20170413,17,33760
20170413,18,33620
20170413,19,33644
20170413,20,33345
20170413,21,33094
20170413,22,32949
20170413,23,33007
20170413,24,33063
20170413,25,32834
20170413,26,32499
20170413,27,32050
20170413,28,31834
20170413,29,31742
20170413,30,31527
20170413,31,31502
20170413,32,31706
20170413,33,32232
20170413,34,33183
20170413,35,33875
20170413,36,34187
20170413,37,34646
20170413,38,34699
20170413,39,34720
20170413,40,34870
20170413,41,35373
20170413,42,35531
20170413,43,34404
20170413,44,32752
20170413,45,30916
20170413,46,29022
20170413,47,26933
20170413,48,25224
20170413,1,24621
20170413,2,24410
20170413,3,24760
20170413,4,25244
20170413,5,25073
20170413,6,24787
20170413,7,24516
20170413,8,24418
20170413,9,24324
20170413,10,24566
20170413,11,25197
20170413,12,25983
20170413,13,27261
20170413,14,29146
20170413,15,31964
20170413,16,33448
20170413,17,34599
20170413,18,34589
20170413,19,34665
20170413,20,34399
20170413,21,34155
20170413,22,33929
20170413,23,33960
20170413,24,33987
20170413,25,33753
20170413,26,33439
20170413,27,33044
20170413,28,32734
20170413,29,32703
20170413,30,32457
20170413,31,32426
20170413,32,32747
20170413,33,33047
20170413,34,33965
20170413,35,34712
20170413,36,35128
20170413,37,35742
20170413,38,35699
20170413,39,35604
20170413,40,35695
20170413,41,36146
20170413,42,36419
20170413,43,35474
20170413,44,33761
20170413,45,31814
20170413,46,29701
20170413,47,27453
20170413,48,26163
20170414,1,23976
20170414,2,23165
20170414,3,23217
20170414,4,23592
20170414,5,23244
20170414,6,22931
20170414,7,22691
20170414,8,22453
20170414,9,22187
20170414,10,22084
20170414,11,22441
20170414,12,22889
20170414,13,23765
20170414,14,24677
20170414,15,26316
20170414,16,27510
20170414,17,28826
20170414,18,29423
20170414,19,30119
20170414,20,30169
20170414,21,29979
20170414,22,29539
20170414,23,29285
20170414,24,29159
20170414,25,29126
20170414,26,28821
20170414,27,28160
20170414,28,27707
20170414,29,27697
20170414,30,27759
20170414,31,27713
20170414,32,27896
20170414,33,28568
20170414,34,29852
20170414,35,31175
20170414,36,31877
20170414,37,32052
20170414,38,32092
20170414,39,32304
20170414,40,32200
20170414,41,32206
20170414,42,32012
20170414,43,31121
20170414,44,29729
20170414,45,28195
20170414,46,26520
20170414,47,24772
20170414,48,23591
20170414,1,25568
20170414,2,25335
20170414,3,25412
20170414,4,25777
20170414,5,25716
20170414,6,25503
20170414,7,25322
20170414,8,25080
20170414,9,24803
20170414,10,24684
20170414,11,24917
20170414,12,24943
20170414,13,25500
20170414,14,26028
20170414,15,27070
20170414,16,28276
20170414,17,29458
20170414,18,30061
20170414,19,30685
20170414,20,30737
20170414,21,30735
20170414,22,30330
20170414,23,30045
20170414,24,29899
20170414,25,29851
20170414,26,29597
20170414,27,29031
20170414,28,28489
20170414,29,28418
20170414,30,28582
20170414,31,28716
20170414,32,28954
20170414,33,29548
20170414,34,30684
20170414,35,31820
20170414,36,32450
20170414,37,32636
20170414,38,32620
20170414,39,32809
20170414,40,32725
20170414,41,32728
20170414,42,32679
20170414,43,32045
20170414,44,30716
20170414,45,29010
20170414,46,27133
20170414,47,25292
20170414,48,24107
20170415,1,22175
20170415,2,21462
20170415,3,21378
20170415,4,21711
20170415,5,21424
20170415,6,21042
20170415,7,20617
20170415,8,20399
20170415,9,20104
20170415,10,19850
20170415,11,20020
20170415,12,20364
20170415,13,21051
20170415,14,21888
20170415,15,23401
20170415,16,24393
20170415,17,25437
20170415,18,26010
20170415,19,26588
20170415,20,26537
20170415,21,26230
20170415,22,25843
20170415,23,25418
20170415,24,24767
20170415,25,24154
20170415,26,23168
20170415,27,22389
20170415,28,21638
20170415,29,21402
20170415,30,21025
20170415,31,21149
20170415,32,21460
20170415,33,22398
20170415,34,23757
20170415,35,25272
20170415,36,26449
20170415,37,27404
20170415,38,28022
20170415,39,28714
20170415,40,29014
20170415,41,29963
20170415,42,30356
20170415,43,29684
20170415,44,28897
20170415,45,27843
20170415,46,26471
20170415,47,24954
20170415,48,23703
20170415,1,22691
20170415,2,22174
20170415,3,22774
20170415,4,23242
20170415,5,23133
20170415,6,22804
20170415,7,22374
20170415,8,22108
20170415,9,22008
20170415,10,21663
20170415,11,21717
20170415,12,21917
20170415,13,22644
20170415,14,23247
20170415,15,24172
20170415,16,24901
20170415,17,25946
20170415,18,26522
20170415,19,27099
20170415,20,27048
20170415,21,26741
20170415,22,26354
20170415,23,25980
20170415,24,25329
20170415,25,24758
20170415,26,23750
20170415,27,23235
20170415,28,22879
20170415,29,22718
20170415,30,22338
20170415,31,22606
20170415,32,22930
20170415,33,23772
20170415,34,24982
20170415,35,26268
20170415,36,27169
20170415,37,27975
20170415,38,28582
20170415,39,29234
20170415,40,29600
20170415,41,30486
20170415,42,30885
20170415,43,30335
20170415,44,29642
20170415,45,28569
20170415,46,27072
20170415,47,25508
20170415,48,24240
20170416,1,22246
20170416,2,21544
20170416,3,21587
20170416,4,21888
20170416,5,21580
20170416,6,21274
20170416,7,20846
20170416,8,20621
20170416,9,20365
20170416,10,20259
20170416,11,20420
20170416,12,20463
20170416,13,20744
20170416,14,21256
20170416,15,22197
20170416,16,22877
20170416,17,23599
20170416,18,23802
20170416,19,24261
20170416,20,24908
20170416,21,25596
20170416,22,26083
20170416,23,26402
20170416,24,26825
20170416,25,27473
20170416,26,27496
20170416,27,27314
20170416,28,27013
20170416,29,27004
20170416,30,26805
20170416,31,26788
20170416,32,26991
20170416,33,27464
20170416,34,28203
20170416,35,28664
20170416,36,29037
20170416,37,29317
20170416,38,29281
20170416,39,29461
20170416,40,29718
20170416,41,30705
20170416,42,30845
20170416,43,30218
20170416,44,29055
20170416,45,27941
20170416,46,26488
20170416,47,24804
20170416,48,23581
20170416,1,23733
20170416,2,23028
20170416,3,23072
20170416,4,23368
20170416,5,23050
20170416,6,22723
20170416,7,22617
20170416,8,22387
20170416,9,22130
20170416,10,22015
20170416,11,22062
20170416,12,22104
20170416,13,22345
20170416,14,22889
20170416,15,23684
20170416,16,23991
20170416,17,24112
20170416,18,24311
20170416,19,24770
20170416,20,25415
20170416,21,26105
20170416,22,26592
20170416,23,26910
20170416,24,27331
20170416,25,27978
20170416,26,28001
20170416,27,27825
20170416,28,27783
20170416,29,27765
20170416,30,27465
20170416,31,27307
20170416,32,27495
20170416,33,27968
20170416,34,28707
20170416,35,29172
20170416,36,29545
20170416,37,29824
20170416,38,29788
20170416,39,29972
20170416,40,30233
20170416,41,31221
20170416,42,31359
20170416,43,30743
20170416,44,29627
20170416,45,28487
20170416,46,27066
20170416,47,25321
20170416,48,24406
20170417,1,22487
20170417,2,21905
20170417,3,22015
20170417,4,22472
20170417,5,22387
20170417,6,22053
20170417,7,21706
20170417,8,21407
20170417,9,21222
20170417,10,21169
20170417,11,21510
20170417,12,21849
20170417,13,22536
20170417,14,23425
20170417,15,24752
20170417,16,25640
20170417,17,26707
20170417,18,27329
20170417,19,28211
20170417,20,28635
20170417,21,29111
20170417,22,28888
20170417,23,28820
20170417,24,28583
20170417,25,28694
20170417,26,28325
20170417,27,27996
20170417,28,27550
20170417,29,27411
20170417,30,27320
20170417,31,27392
20170417,32,27782
20170417,33,28614
20170417,34,29798
20170417,35,31033
20170417,36,31765
20170417,37,32158
20170417,38,32514
20170417,39,32803
20170417,40,32744
20170417,41,33299
20170417,42,33496
20170417,43,32664
20170417,44,31009
20170417,45,29529
20170417,46,27673
20170417,47,25502
20170417,48,23943
20170417,1,23861
20170417,2,23811
20170417,3,23777
20170417,4,24103
20170417,5,24016
20170417,6,23687
20170417,7,23535
20170417,8,23355
20170417,9,23186
20170417,10,23283
20170417,11,23437
20170417,12,23715
20170417,13,24497
20170417,14,25134
20170417,15,26606
20170417,16,27118
20170417,17,27374
20170417,18,27989
20170417,19,28720
20170417,20,29142
20170417,21,29636
20170417,22,29481
20170417,23,29505
20170417,24,29310
20170417,25,29466
20170417,26,29144
20170417,27,28775
20170417,28,28213
20170417,29,28022
20170417,30,27867
20170417,31,28080
20170417,32,28575
20170417,33,29253
20170417,34,30355
20170417,35,31578
20170417,36,32437
20170417,37,32782
20170417,38,33115
20170417,39,33318
20170417,40,33263
20170417,41,33810
20170417,42,34018
20170417,43,33276
20170417,44,31652
20170417,45,30180
20170417,46,28206
20170417,47,26410
20170417,48,25784
20170418,1,22668
20170418,2,22146
20170418,3,22317
20170418,4,22848
20170418,5,22762
20170418,6,22565
20170418,7,22304
20170418,8,22124
20170418,9,21965
20170418,10,22110
20170418,11,22914
20170418,12,23810
20170418,13,26273
20170418,14,28807
20170418,15,31708
20170418,16,33149
20170418,17,33732
20170418,18,33109
20170418,19,32698
20170418,20,31924
20170418,21,31377
20170418,22,30825
20170418,23,30483
20170418,24,30400
20170418,25,30370
20170418,26,30077
20170418,27,29962
20170418,28,29814
20170418,29,29822
20170418,30,29806
20170418,31,29977
20170418,32,30593
20170418,33,31687
20170418,34,32796
20170418,35,33819
20170418,36,34513
20170418,37,35052
20170418,38,35580
20170418,39,35746
20170418,40,35846
20170418,41,36317
20170418,42,36545
20170418,43,35738
20170418,44,33955
20170418,45,31819
20170418,46,29592
20170418,47,27518
20170418,48,25889
20170418,1,25165
20170418,2,24667
20170418,3,25016
20170418,4,25535
20170418,5,25436
20170418,6,25222
20170418,7,24953
20170418,8,24907
20170418,9,24741
20170418,10,24820
20170418,11,25227
20170418,12,25925
20170418,13,27726
20170418,14,29472
20170418,15,32260
20170418,16,33657
20170418,17,34241
20170418,18,33614
20170418,19,33225
20170418,20,32587
20170418,21,32092
20170418,22,31556
20170418,23,31237
20170418,24,31154
20170418,25,31124
20170418,26,30830
20170418,27,30714
20170418,28,30566
20170418,29,30555
20170418,30,30539
20170418,31,30727
20170418,32,31344
20170418,33,32424
20170418,34,33531
20170418,35,34562
20170418,36,35268
20170418,37,35813
20170418,38,36346
20170418,39,36404
20170418,40,36435
20170418,41,36830
20170418,42,37118
20170418,43,36394
20170418,44,34582
20170418,45,32462
20170418,46,30244
20170418,47,28153
20170418,48,26699
20170419,1,24627
20170419,2,24024
20170419,3,24084
20170419,4,24564
20170419,5,24396
20170419,6,24126
20170419,7,23893
20170419,8,23740
20170419,9,23612
20170419,10,23676
20170419,11,24432
20170419,12,25419
20170419,13,27737
20170419,14,30215
20170419,15,32785
20170419,16,33874
20170419,17,34482
20170419,18,33929
20170419,19,33866
20170419,20,33361
20170419,21,32749
20170419,22,32390
20170419,23,32045
20170419,24,31841
20170419,25,31654
20170419,26,31154
20170419,27,30795
20170419,28,30428
20170419,29,30454
20170419,30,30349
20170419,31,30484
20170419,32,31145
20170419,33,32054
20170419,34,33213
20170419,35,34295
20170419,36,34929
20170419,37,35362
20170419,38,35661
20170419,39,35782
20170419,40,35989
20170419,41,36291
20170419,42,36506
20170419,43,35319
20170419,44,33670
20170419,45,31835
20170419,46,29559
20170419,47,27365
20170419,48,25461
20170419,1,26626
20170419,2,26360
20170419,3,26529
20170419,4,27004
20170419,5,26826
20170419,6,26554
20170419,7,26309
20170419,8,26141
20170419,9,25999
20170419,10,26038
20170419,11,26645
20170419,12,27238
20170419,13,28567
20170419,14,30728
20170419,15,33296
20170419,16,34386
20170419,17,34991
20170419,18,34449
20170419,19,34554
20170419,20,34055
20170419,21,33458
20170419,22,33145
20170419,23,32799
20170419,24,32595
20170419,25,32408
20170419,26,31908
20170419,27,31550
20170419,28,31189
20170419,29,31362
20170419,30,31258
20170419,31,31393
20170419,32,32053
20170419,33,32953
20170419,34,33947
20170419,35,35053
20170419,36,35682
20170419,37,36123
20170419,38,36413
20170419,39,36459
20170419,40,36595
20170419,41,36804
20170419,42,37016
20170419,43,35916
20170419,44,34290
20170419,45,32396
20170419,46,30186
20170419,47,28311
20170419,48,26983
20170420,1,24232
20170420,2,23650
20170420,3,23733
20170420,4,24198
20170420,5,23915
20170420,6,23575
20170420,7,23313
20170420,8,23159
20170420,9,23048
20170420,10,23099
20170420,11,23763
20170420,12,24561
20170420,13,26923
20170420,14,29487
20170420,15,32564
20170420,16,34209
20170420,17,35096
20170420,18,34858
20170420,19,34882
20170420,20,34547
20170420,21,34436
20170420,22,34086
20170420,23,33911
20170420,24,33764
20170420,25,33590
20170420,26,33314
20170420,27,32959
20170420,28,32476
20170420,29,32326
20170420,30,32190
20170420,31,32062
20170420,32,32596
20170420,33,33498
20170420,34,34456
20170420,35,34923
20170420,36,35198
20170420,37,35453
20170420,38,35705
20170420,39,35828
20170420,40,35931
20170420,41,36086
20170420,42,36055
20170420,43,35084
20170420,44,33309
20170420,45,31293
20170420,46,29228
20170420,47,27101
20170420,48,25438
20170420,1,26287
20170420,2,25706
20170420,3,25996
20170420,4,26449
20170420,5,26155
20170420,6,25802
20170420,7,25528
20170420,8,25371
20170420,9,25254
20170420,10,25299
20170420,11,25737
20170420,12,26521
20170420,13,28083
20170420,14,30045
20170420,15,33070
20170420,16,34715
20170420,17,35604
20170420,18,35371
20170420,19,35548
20170420,20,35297
20170420,21,35183
20170420,22,34839
20170420,23,34669
20170420,24,34519
20170420,25,34336
20170420,26,34145
20170420,27,33820
20170420,28,33284
20170420,29,33162
20170420,30,33158
20170420,31,32885
20170420,32,33452
20170420,33,34209
20170420,34,35178
20170420,35,35669
20170420,36,35939
20170420,37,36192
20170420,38,36349
20170420,39,36375
20170420,40,36440
20170420,41,36595
20170420,42,36611
20170420,43,35766
20170420,44,33981
20170420,45,32027
20170420,46,29862
20170420,47,27870
20170420,48,26743
20170421,1,24089
20170421,2,23404
20170421,3,23398
20170421,4,23703
20170421,5,23460
20170421,6,23079
20170421,7,22785
20170421,8,22457
20170421,9,22285
20170421,10,22327
20170421,11,23034
20170421,12,23819
20170421,13,26107
20170421,14,28621
20170421,15,31487
20170421,16,33243
20170421,17,34193
20170421,18,33858
20170421,19,33957
20170421,20,33655
20170421,21,33486
20170421,22,33177
20170421,23,32603
20170421,24,32275
20170421,25,32209
20170421,26,31972
20170421,27,31584
20170421,28,31349
20170421,29,31351
20170421,30,31099
20170421,31,31155
20170421,32,31630
20170421,33,32218
20170421,34,33027
20170421,35,33800
20170421,36,34055
20170421,37,34297
20170421,38,34312
20170421,39,34061
20170421,40,33976
20170421,41,34196
20170421,42,34159
20170421,43,33469
20170421,44,32234
20170421,45,30384
20170421,46,28704
20170421,47,27062
20170421,48,25660
20170421,1,26137
20170421,2,25451
20170421,3,25616
20170421,4,25946
20170421,5,25694
20170421,6,25300
20170421,7,24985
20170421,8,24802
20170421,9,24631
20170421,10,24556
20170421,11,25074
20170421,12,25931
20170421,13,27890
20170421,14,29715
20170421,15,31993
20170421,16,33750
20170421,17,34841
20170421,18,34574
20170421,19,34837
20170421,20,34564
20170421,21,34258
20170421,22,33933
20170421,23,33359
20170421,24,33030
20170421,25,32964
20170421,26,32727
20170421,27,32428
20170421,28,32347
20170421,29,32356
20170421,30,32104
20170421,31,32169
20170421,32,32643
20170421,33,33210
20170421,34,33780
20170421,35,34544
20170421,36,34812
20170421,37,35055
20170421,38,35020
20170421,39,34701
20170421,40,34567
20170421,41,34775
20170421,42,34751
20170421,43,34154
20170421,44,32928
20170421,45,31100
20170421,46,29380
20170421,47,27584
20170421,48,26171
20170422,1,24361
20170422,2,23543
20170422,3,23377
20170422,4,23729
20170422,5,23468
20170422,6,23033
20170422,7,22649
20170422,8,22349
20170422,9,22110
20170422,10,21975
20170422,11,22138
20170422,12,22185
20170422,13,23275
20170422,14,24326
20170422,15,25963
20170422,16,27074
20170422,17,28441
20170422,18,28912
20170422,19,29315
20170422,20,29086
20170422,21,28887
20170422,22,28431
20170422,23,27981
20170422,24,27738
20170422,25,27231
20170422,26,26483
20170422,27,25492
20170422,28,24681
20170422,29,24081
20170422,30,23628
20170422,31,23612
20170422,32,23802
20170422,33,24418
20170422,34,25730
20170422,35,27296
20170422,36,28194
20170422,37,29206
20170422,38,29899
20170422,39,30579
20170422,40,30763
20170422,41,30988
20170422,42,31605
20170422,43,31437
20170422,44,30500
20170422,45,29549
20170422,46,28186
20170422,47,26619
20170422,48,25194
20170422,1,25742
20170422,2,25574
20170422,3,25397
20170422,4,25736
20170422,5,25469
20170422,6,25101
20170422,7,24707
20170422,8,24458
20170422,9,24297
20170422,10,24161
20170422,11,24262
20170422,12,24287
20170422,13,24707
20170422,14,24929
20170422,15,26467
20170422,16,27579
20170422,17,28946
20170422,18,29418
20170422,19,29823
20170422,20,29598
20170422,21,29497
20170422,22,29190
20170422,23,28739
20170422,24,28495
20170422,25,27986
20170422,26,27238
20170422,27,26247
20170422,28,25436
20170422,29,24836
20170422,30,24384
20170422,31,24367
20170422,32,24557
20170422,33,25164
20170422,34,26485
20170422,35,28051
20170422,36,28949
20170422,37,29817
20170422,38,30443
20170422,39,31092
20170422,40,31275
20170422,41,31501
20170422,42,32118
20170422,43,31948
20170422,44,31026
20170422,45,30244
20170422,46,28759
20170422,47,27129
20170422,48,25702
20170423,1,24000
20170423,2,23230
20170423,3,23226
20170423,4,23454
20170423,5,23145
20170423,6,22731
20170423,7,22325
20170423,8,21954
20170423,9,21735
20170423,10,21563
20170423,11,21608
20170423,12,21437
20170423,13,21873
20170423,14,22432
20170423,15,23287
20170423,16,24050
20170423,17,24966
20170423,18,25531
20170423,19,25944
20170423,20,26168
20170423,21,26044
20170423,22,25874
20170423,23,25712
20170423,24,25820
20170423,25,25878
20170423,26,25674
20170423,27,25378
20170423,28,24954
20170423,29,24712
20170423,30,24462
20170423,31,24504
20170423,32,24660
20170423,33,25419
20170423,34,26497
20170423,35,27594
20170423,36,28455
20170423,37,29015
20170423,38,29264
20170423,39,29825
20170423,40,29982
20170423,41,30360
20170423,42,31172
20170423,43,30919
20170423,44,29470
20170423,45,27864
20170423,46,25947
20170423,47,23876
20170423,48,22347
20170423,1,24764
20170423,2,25030
20170423,3,25278
20170423,4,25503
20170423,5,25189
20170423,6,24768
20170423,7,24416
20170423,8,24007
20170423,9,23762
20170423,10,23586
20170423,11,23511
20170423,12,23333
20170423,13,23533
20170423,14,23131
20170423,15,23799
20170423,16,24565
20170423,17,25475
20170423,18,26037
20170423,19,26450
20170423,20,26710
20170423,21,26608
20170423,22,26478
20170423,23,26377
20170423,24,26569
20170423,25,26639
20170423,26,26433
20170423,27,26134
20170423,28,25688
20170423,29,25352
20170423,30,25162
20170423,31,25304
20170423,32,25473
20170423,33,26103
20170423,34,27082
20170423,35,28110
20170423,36,28958
20170423,37,29584
20170423,38,29847
20170423,39,30338
20170423,40,30515
20170423,41,30876
20170423,42,31687
20170423,43,31451
20170423,44,30103
20170423,45,28446
20170423,46,26462
20170423,47,24388
20170423,48,22862
20170424,1,21134
20170424,2,20720
20170424,3,20869
20170424,4,21356
20170424,5,21296
20170424,6,20999
20170424,7,20727
20170424,8,20635
20170424,9,20755
20170424,10,21050
20170424,11,22043
20170424,12,22999
20170424,13,25886
20170424,14,28725
20170424,15,32039
20170424,16,33630
20170424,17,34350
20170424,18,33941
20170424,19,34090
20170424,20,33910
20170424,21,33340
20170424,22,33211
20170424,23,33216
20170424,24,33430
20170424,25,33450
20170424,26,33173
20170424,27,32899
20170424,28,32597
20170424,29,32364
20170424,30,32120
20170424,31,32142
20170424,32,32911
20170424,33,33512
20170424,34,34305
20170424,35,34498
20170424,36,34733
20170424,37,34965
20170424,38,35058
20170424,39,34819
20170424,40,34790
20170424,41,34838
20170424,42,35110
20170424,43,34366
20170424,44,32570
20170424,45,30814
20170424,46,28617
20170424,47,26457
20170424,48,24889
20170424,1,21704
20170424,2,21397
20170424,3,22018
20170424,4,22748
20170424,5,23245
20170424,6,22952
20170424,7,22667
20170424,8,22565
20170424,9,22671
20170424,10,22954
20170424,11,23935
20170424,12,24816
20170424,13,26925
20170424,14,29228
20170424,15,32545
20170424,16,34179
20170424,17,34992
20170424,18,34575
20170424,19,34760
20170424,20,34664
20170424,21,34093
20170424,22,33964
20170424,23,33969
20170424,24,34183
20170424,25,34203
20170424,26,33926
20170424,27,33651
20170424,28,33350
20170424,29,33117
20170424,30,32873
20170424,31,32932
20170424,32,33774
20170424,33,34377
20170424,34,35139
20170424,35,35151
20170424,36,35235
20170424,37,35467
20170424,38,35560
20170424,39,35322
20170424,40,35294
20170424,41,35342
20170424,42,35613
20170424,43,34869
20170424,44,33074
20170424,45,31317
20170424,46,29274
20170424,47,27132
20170424,48,25569
20170425,1,23619
20170425,2,22798
20170425,3,22972
20170425,4,23572
20170425,5,23701
20170425,6,23576
20170425,7,23505
20170425,8,23320
20170425,9,23267
20170425,10,23320
20170425,11,24089
20170425,12,24885
20170425,13,27597
20170425,14,30311
20170425,15,33351
20170425,16,34431
20170425,17,34192
20170425,18,32892
20170425,19,32593
20170425,20,31951
20170425,21,31274
20170425,22,30967
20170425,23,31019
20170425,24,31386
20170425,25,31351
20170425,26,31131
20170425,27,30968
20170425,28,30658
20170425,29,30437
20170425,30,30448
20170425,31,30380
20170425,32,31491
20170425,33,32375
20170425,34,33606
20170425,35,34313
20170425,36,34811
20170425,37,35299
20170425,38,35813
20170425,39,35872
20170425,40,36059
20170425,41,36364
20170425,42,36526
20170425,43,35911
20170425,44,34143
20170425,45,32040
20170425,46,29772
20170425,47,27462
20170425,48,25768
20170425,1,24568
20170425,2,24450
20170425,3,25219
20170425,4,25795
20170425,5,25885
20170425,6,25667
20170425,7,25556
20170425,8,25372
20170425,9,25311
20170425,10,25340
20170425,11,25940
20170425,12,26712
20170425,13,28690
20170425,14,30820
20170425,15,33854
20170425,16,34937
20170425,17,34748
20170425,18,33589
20170425,19,33258
20170425,20,32605
20170425,21,32028
20170425,22,31720
20170425,23,31771
20170425,24,32139
20170425,25,32104
20170425,26,31928
20170425,27,31875
20170425,28,31566
20170425,29,31258
20170425,30,31103
20170425,31,31187
20170425,32,32302
20170425,33,33231
20170425,34,34512
20170425,35,35069
20170425,36,35567
20170425,37,35962
20170425,38,36451
20170425,39,36422
20170425,40,36570
20170425,41,36873
20170425,42,37044
20170425,43,36503
20170425,44,34797
20170425,45,32774
20170425,46,30352
20170425,47,27980
20170425,48,26739
20170426,1,24498
20170426,2,23872
20170426,3,24158
20170426,4,24784
20170426,5,24648
20170426,6,24481
20170426,7,24265
20170426,8,23944
20170426,9,23921
20170426,10,24009
20170426,11,24760
20170426,12,25608
20170426,13,28515
20170426,14,31435
20170426,15,34634
20170426,16,35923
20170426,17,35956
20170426,18,35142
20170426,19,35016
20170426,20,34519
20170426,21,34031
20170426,22,33783
20170426,23,33256
20170426,24,33000
20170426,25,33417
20170426,26,33473
20170426,27,33190
20170426,28,32972
20170426,29,32828
20170426,30,32641
20170426,31,32661
20170426,32,33467
20170426,33,34526
20170426,34,35491
20170426,35,36215
20170426,36,36603
20170426,37,37028
20170426,38,37312
20170426,39,37430
20170426,40,37499
20170426,41,37699
20170426,42,37744
20170426,43,37101
20170426,44,35353
20170426,45,33791
20170426,46,31468
20170426,47,29056
20170426,48,27270
20170426,1,25696
20170426,2,25427
20170426,3,26334
20170426,4,26966
20170426,5,26813
20170426,6,26642
20170426,7,26521
20170426,8,26192
20170426,9,25910
20170426,10,25862
20170426,11,26606
20170426,12,27453
20170426,13,29595
20170426,14,31946
20170426,15,35144
20170426,16,36465
20170426,17,36609
20170426,18,35852
20170426,19,35771
20170426,20,35283
20170426,21,34795
20170426,22,34543
20170426,23,34019
20170426,24,33766
20170426,25,34181
20170426,26,34237
20170426,27,33951
20170426,28,33802
20170426,29,33744
20170426,30,33557
20170426,31,33581
20170426,32,34381
20170426,33,35441
20170426,34,36259
20170426,35,36976
20170426,36,37367
20170426,37,37788
20170426,38,38064
20170426,39,38123
20170426,40,38224
20170426,41,38323
20170426,42,38447
20170426,43,37861
20170426,44,36117
20170426,45,34558
20170426,46,32218
20170426,47,29944
20170426,48,28380
20170427,1,25881
20170427,2,25084
20170427,3,25212
20170427,4,25733
20170427,5,25702
20170427,6,25505
20170427,7,25047
20170427,8,24744
20170427,9,24641
20170427,10,24671
20170427,11,25317
20170427,12,25950
20170427,13,28730
20170427,14,31510
20170427,15,34787
20170427,16,35818
20170427,17,36087
20170427,18,35363
20170427,19,35104
20170427,20,34635
20170427,21,34106
20170427,22,33939
20170427,23,34154
20170427,24,34248
20170427,25,34522
20170427,26,34274
20170427,27,34163
20170427,28,34111
20170427,29,34213
20170427,30,34146
20170427,31,34332
20170427,32,35020
20170427,33,35977
20170427,34,36841
20170427,35,37245
20170427,36,37270
20170427,37,37382
20170427,38,37585
20170427,39,37475
20170427,40,37513
20170427,41,37356
20170427,42,37566
20170427,43,36936
20170427,44,35021
20170427,45,33072
20170427,46,30776
20170427,47,28331
20170427,48,26776
20170427,1,27471
20170427,2,27196
20170427,3,27318
20170427,4,27829
20170427,5,27861
20170427,6,27672
20170427,7,27260
20170427,8,26945
20170427,9,26838
20170427,10,26861
20170427,11,27422
20170427,12,28008
20170427,13,29908
20170427,14,32020
20170427,15,35292
20170427,16,36365
20170427,17,36792
20170427,18,36074
20170427,19,35822
20170427,20,35393
20170427,21,34863
20170427,22,34694
20170427,23,34908
20170427,24,35003
20170427,25,35277
20170427,26,35029
20170427,27,34916
20170427,28,34865
20170427,29,34966
20170427,30,34900
20170427,31,35089
20170427,32,35775
20170427,33,36731
20170427,34,37595
20170427,35,38003
20170427,36,38030
20170427,37,38116
20170427,38,38260
20170427,39,38162
20170427,40,38182
20170427,41,37993
20170427,42,38119
20170427,43,37661
20170427,44,35780
20170427,45,33829
20170427,46,31540
20170427,47,29560
20170427,48,28462
20170428,1,25365
20170428,2,24721
20170428,3,24846
20170428,4,25380
20170428,5,25238
20170428,6,25038
20170428,7,24801
20170428,8,24574
20170428,9,24475
20170428,10,24603
20170428,11,25184
20170428,12,25923
20170428,13,28593
20170428,14,31387
20170428,15,34511
20170428,16,36117
20170428,17,36352
20170428,18,35828
20170428,19,35500
20170428,20,35188
20170428,21,34886
20170428,22,34841
20170428,23,34864
20170428,24,34837
20170428,25,34808
