Settlement Date,Settlement Period,INDO
20180402,15,28374
20180402,16,28893
20180402,17,29793
20180402,18,30729
20180402,19,32083
20180402,20,32871
20180402,21,33550
20180402,22,33696
20180402,23,33993
20180402,24,34031
20180402,25,34428
20180402,26,34418
20180402,27,34309
20180402,28,33919
20180402,29,34048
20180402,30,33871
20180402,31,34166
20180402,32,34249
20180402,33,34860
20180402,34,35797
20180402,35,36796
20180402,36,37297
20180402,37,37415
20180402,38,37227
20180402,39,37047
20180402,40,37074
20180402,41,37091
20180402,42,35968
20180402,43,34730
20180402,44,32962
20180402,45,31131
20180402,46,29211
20180402,47,28062
20180402,48,27066
20180403,1,23971
20180403,2,23561
20180403,3,24048
20180403,4,25093
20180403,5,25204
20180403,6,24948
20180403,7,24765
20180403,8,24666
20180403,9,24634
20180403,10,24576
20180403,11,25078
20180403,12,26126
20180403,13,28681
20180403,14,30643
20180403,15,33343
20180403,16,35182
20180403,17,36559
20180403,18,36840
20180403,19,37196
20180403,20,36929
20180403,21,36743
20180403,22,36503
20180403,23,36302
20180403,24,35959
20180403,25,35490
20180403,26,34753
20180403,27,34168
20180403,28,33621
20180403,29,33433
20180403,30,33429
20180403,31,33367
20180403,32,33922
20180403,33,34640
20180403,34,35758
20180403,35,36808
20180403,36,37426
20180403,37,37890
20180403,38,38385
20180403,39,38317
20180403,40,38652
20180403,41,39113
20180403,42,38066
20180403,43,36576
20180403,44,34628
20180403,45,32629
20180403,46,30467
20180403,47,28432
20180403,48,26974
20180403,1,26373
20180403,2,25951
20180403,3,26401
20180403,4,27283
20180403,5,27349
20180403,6,27082
20180403,7,26683
20180403,8,26845
20180403,9,26850
20180403,10,26802
20180403,11,26933
20180403,12,27681
20180403,13,29498
20180403,14,31177
20180403,15,34054
20180403,16,36085
20180403,17,37474
20180403,18,37811
20180403,19,38186
20180403,20,37906
20180403,21,37722
20180403,22,37482
20180403,23,37276
20180403,24,36831
20180403,25,36538
20180403,26,35804
20180403,27,35290
20180403,28,34742
20180403,29,34536
20180403,30,34352
20180403,31,34402
20180403,32,35020
20180403,33,35770
20180403,34,36747
20180403,35,37792
20180403,36,38413
20180403,37,38847
20180403,38,39241
20180403,39,39227
20180403,40,39644
20180403,41,40099
20180403,42,39057
20180403,43,37565
20180403,44,35602
20180403,45,33478
20180403,46,31176
20180403,47,29109
20180403,48,27699
20180404,1,25559
20180404,2,24951
20180404,3,25232
20180404,4,26074
20180404,5,26229
20180404,6,25992
20180404,7,25700
20180404,8,25537
20180404,9,25246
20180404,10,25154
20180404,11,25838
20180404,12,26831
20180404,13,29395
20180404,14,31596
20180404,15,34095
20180404,16,35896
20180404,17,37137
20180404,18,37375
20180404,19,37484
20180404,20,37376
20180404,21,37100
20180404,22,36818
20180404,23,36708
20180404,24,36692
20180404,25,36752
20180404,26,36677
20180404,27,36350
20180404,28,35819
20180404,29,35638
20180404,30,35534
20180404,31,35408
20180404,32,35503
20180404,33,36066
20180404,34,37277
20180404,35,37954
20180404,36,38234
20180404,37,38265
20180404,38,38378
20180404,39,38648
20180404,40,38727
20180404,41,38628
20180404,42,37349
20180404,43,35897
20180404,44,33902
20180404,45,31813
20180404,46,29666
20180404,47,27414
20180404,48,25899
20180404,1,27301
20180404,2,27221
20180404,3,27306
20180404,4,27908
20180404,5,28108
20180404,6,27875
20180404,7,27576
20180404,8,27511
20180404,9,27215
20180404,10,27100
20180404,11,27790
20180404,12,28769
20180404,13,30387
20180404,14,32104
20180404,15,34605
20180404,16,36407
20180404,17,37645
20180404,18,37916
20180404,19,38048
20180404,20,37916
20180404,21,37645
20180404,22,37351
20180404,23,37313
20180404,24,37320
20180404,25,37368
20180404,26,37229
20180404,27,37028
20180404,28,36504
20180404,29,36292
20180404,30,36218
20180404,31,35993
20180404,32,36081
20180404,33,36669
20180404,34,37936
20180404,35,38574
20180404,36,38949
20180404,37,38916
20180404,38,39101
20180404,39,39371
20180404,40,39508
20180404,41,39559
20180404,42,38382
20180404,43,36935
20180404,44,34940
20180404,45,32844
20180404,46,30557
20180404,47,28171
20180404,48,26652
20180405,1,24642
20180405,2,24143
20180405,3,24355
20180405,4,25110
20180405,5,25497
20180405,6,25236
20180405,7,25115
20180405,8,25002
20180405,9,25120
20180405,10,25213
20180405,11,26007
20180405,12,27317
20180405,13,30053
20180405,14,32205
20180405,15,34892
20180405,16,36090
20180405,17,36800
20180405,18,36369
20180405,19,35767
20180405,20,34809
20180405,21,33648
20180405,22,33061
20180405,23,32299
20180405,24,31764
20180405,25,31625
20180405,26,31016
20180405,27,30465
20180405,28,30033
20180405,29,30103
20180405,30,30167
20180405,31,30464
20180405,32,31193
20180405,33,32238
20180405,34,33755
20180405,35,35125
20180405,36,36221
20180405,37,37073
20180405,38,37447
20180405,39,37717
20180405,40,38254
20180405,41,38823
20180405,42,38099
20180405,43,36850
20180405,44,34865
20180405,45,32691
20180405,46,30455
20180405,47,28211
20180405,48,26596
20180405,1,25853
20180405,2,26254
20180405,3,26640
20180405,4,27381
20180405,5,27562
20180405,6,27335
20180405,7,27103
20180405,8,26926
20180405,9,27170
20180405,10,27286
20180405,11,28018
20180405,12,29218
20180405,13,31255
20180405,14,32898
20180405,15,35712
20180405,16,37038
20180405,17,37752
20180405,18,37396
20180405,19,36796
20180405,20,35838
20180405,21,34677
20180405,22,34090
20180405,23,33280
20180405,24,32773
20180405,25,32634
20180405,26,32066
20180405,27,31699
20180405,28,31345
20180405,29,31415
20180405,30,31486
20180405,31,31766
20180405,32,32379
20180405,33,33100
20180405,34,34434
20180405,35,35792
20180405,36,36892
20180405,37,37674
20180405,38,37988
20180405,39,38227
20180405,40,38758
20180405,41,39326
20180405,42,38602
20180405,43,37355
20180405,44,35372
20180405,45,33198
20180405,46,30962
20180405,47,28722
20180405,48,27164
20180406,1,25096
20180406,2,24352
20180406,3,24572
20180406,4,25156
20180406,5,25354
20180406,6,25072
20180406,7,24697
20180406,8,24430
20180406,9,24126
20180406,10,24165
20180406,11,24549
20180406,12,25594
20180406,13,27865
20180406,14,29710
20180406,15,32048
20180406,16,33516
20180406,17,34880
20180406,18,34880
20180406,19,34882
20180406,20,34458
20180406,21,33794
20180406,22,32894
20180406,23,32114
20180406,24,31414
20180406,25,31105
20180406,26,30352
20180406,27,29617
20180406,28,29121
20180406,29,29256
20180406,30,29218
20180406,31,29326
20180406,32,29966
20180406,33,30541
20180406,34,31689
20180406,35,33031
20180406,36,33850
20180406,37,34395
20180406,38,34591
20180406,39,34463
20180406,40,34631
20180406,41,35067
20180406,42,34331
20180406,43,33624
20180406,44,31988
20180406,45,30400
20180406,46,28797
20180406,47,27020
20180406,48,25743
20180406,1,26506
20180406,2,26285
20180406,3,26498
20180406,4,27058
20180406,5,27256
20180406,6,27111
20180406,7,26872
20180406,8,26717
20180406,9,26401
20180406,10,26431
20180406,11,26796
20180406,12,27845
20180406,13,29375
20180406,14,30463
20180406,15,32680
20180406,16,34058
20180406,17,35386
20180406,18,35387
20180406,19,35391
20180406,20,35001
20180406,21,34373
20180406,22,33434
20180406,23,32734
20180406,24,32148
20180406,25,31927
20180406,26,31218
20180406,27,30669
20180406,28,30405
20180406,29,30511
20180406,30,30596
20180406,31,30612
20180406,32,31106
20180406,33,31406
20180406,34,32602
20180406,35,33857
20180406,36,34640
20180406,37,35074
20180406,38,35126
20180406,39,35001
20180406,40,35293
20180406,41,35746
20180406,42,34980
20180406,43,34313
20180406,44,32604
20180406,45,30958
20180406,46,29386
20180406,47,28078
20180406,48,26826
20180407,1,24738
20180407,2,24192
20180407,3,24505
20180407,4,25144
20180407,5,25042
20180407,6,24639
20180407,7,24253
20180407,8,24070
20180407,9,23819
20180407,10,23725
20180407,11,23976
20180407,12,24406
20180407,13,25560
20180407,14,26278
20180407,15,27849
20180407,16,29353
20180407,17,31078
20180407,18,32095
20180407,19,33111
20180407,20,33285
20180407,21,33340
20180407,22,33313
20180407,23,33022
20180407,24,32812
20180407,25,32427
20180407,26,31818
20180407,27,31292
20180407,28,30701
20180407,29,30304
20180407,30,30175
20180407,31,29958
20180407,32,30351
20180407,33,31074
20180407,34,32157
20180407,35,33348
20180407,36,33835
20180407,37,33939
20180407,38,34072
20180407,39,33960
20180407,40,34486
20180407,41,34556
20180407,42,33862
20180407,43,33081
20180407,44,31763
20180407,45,30460
20180407,46,29209
20180407,47,27559
20180407,48,26290
20180407,1,26071
20180407,2,26196
20180407,3,26423
20180407,4,27083
20180407,5,27017
20180407,6,26542
20180407,7,26177
20180407,8,26021
20180407,9,25754
20180407,10,25665
20180407,11,25828
20180407,12,26247
20180407,13,26562
20180407,14,26962
20180407,15,28539
20180407,16,30156
20180407,17,32047
20180407,18,33092
20180407,19,34116
20180407,20,34273
20180407,21,34349
20180407,22,34304
20180407,23,34028
20180407,24,33816
20180407,25,33430
20180407,26,32821
20180407,27,32328
20180407,28,31778
20180407,29,31360
20180407,30,31178
20180407,31,30963
20180407,32,31354
20180407,33,32076
20180407,34,33160
20180407,35,34365
20180407,36,34853
20180407,37,34963
20180407,38,35093
20180407,39,34884
20180407,40,35287
20180407,41,35341
20180407,42,34739
20180407,43,34007
20180407,44,32771
20180407,45,31377
20180407,46,30048
20180407,47,28286
20180407,48,26928
20180408,1,25027
20180408,2,24486
20180408,3,24430
20180408,4,24813
20180408,5,24563
20180408,6,24310
20180408,7,24069
20180408,8,23744
20180408,9,23377
20180408,10,23159
20180408,11,23297
20180408,12,23485
20180408,13,24062
20180408,14,24495
20180408,15,25662
20180408,16,26707
20180408,17,27943
20180408,18,29097
20180408,19,30329
20180408,20,30997
20180408,21,31482
20180408,22,31766
20180408,23,32165
20180408,24,32369
20180408,25,32514
20180408,26,32237
20180408,27,32116
20180408,28,31870
20180408,29,31794
20180408,30,31523
20180408,31,31694
20180408,32,32006
20180408,33,32561
20180408,34,33285
20180408,35,33897
20180408,36,34242
20180408,37,34454
20180408,38,34562
20180408,39,34677
20180408,40,34683
20180408,41,35196
20180408,42,34788
20180408,43,33915
20180408,44,32464
20180408,45,31007
20180408,46,29261
20180408,47,27461
20180408,48,26089
20180408,1,26558
20180408,2,26530
20180408,3,26393
20180408,4,26730
20180408,5,26469
20180408,6,26215
20180408,7,26032
20180408,8,25709
20180408,9,25324
20180408,10,25103
20180408,11,25231
20180408,12,25413
20180408,13,25973
20180408,14,26392
20180408,15,26998
20180408,16,27480
20180408,17,28564
20180408,18,29750
20180408,19,31052
20180408,20,31827
20180408,21,32367
20180408,22,32728
20180408,23,33111
20180408,24,33356
20180408,25,33476
20180408,26,33226
20180408,27,33118
20180408,28,32881
20180408,29,32830
20180408,30,32502
20180408,31,32606
20180408,32,32891
20180408,33,33431
20180408,34,34143
20180408,35,34789
20180408,36,35142
20180408,37,35316
20180408,38,35335
20180408,39,35409
20180408,40,35524
20180408,41,36176
20180408,42,35856
20180408,43,34928
20180408,44,33446
20180408,45,32004
20180408,46,30196
20180408,47,28591
20180408,48,27356
20180409,1,24801
20180409,2,24328
20180409,3,24584
20180409,4,25375
20180409,5,25486
20180409,6,25159
20180409,7,24917
20180409,8,24677
20180409,9,24545
20180409,10,24611
20180409,11,25433
20180409,12,26698
20180409,13,29221
20180409,14,31444
20180409,15,34433
20180409,16,36287
20180409,17,37710
20180409,18,38133
20180409,19,38388
20180409,20,38274
20180409,21,38179
20180409,22,37749
20180409,23,37542
20180409,24,37373
20180409,25,37183
20180409,26,36921
20180409,27,36735
20180409,28,36547
20180409,29,37076
20180409,30,37184
20180409,31,37330
20180409,32,37568
20180409,33,37940
20180409,34,38438
20180409,35,39095
20180409,36,39283
20180409,37,39409
20180409,38,39419
20180409,39,39452
20180409,40,39547
20180409,41,39082
20180409,42,37859
20180409,43,36385
20180409,44,34177
20180409,45,32146
20180409,46,29984
20180409,47,28054
20180409,48,26214
20180409,1,26331
20180409,2,26459
20180409,3,26627
20180409,4,27359
20180409,5,27475
20180409,6,27129
20180409,7,26946
20180409,8,26708
20180409,9,26560
20180409,10,26569
20180409,11,27284
20180409,12,28550
20180409,13,30392
20180409,14,32045
20180409,15,35125
20180409,16,37080
20180409,17,38744
20180409,18,39348
20180409,19,39688
20180409,20,39642
20180409,21,39516
20180409,22,39090
20180409,23,38862
20180409,24,38751
20180409,25,38575
20180409,26,38302
20180409,27,38124
20180409,28,37914
20180409,29,38391
20180409,30,38443
20180409,31,38537
20180409,32,38779
20180409,33,39047
20180409,34,39588
20180409,35,40263
20180409,36,40492
20180409,37,40549
20180409,38,40450
20180409,39,40388
20180409,40,40468
20180409,41,39990
20180409,42,38877
20180409,43,37374
20180409,44,35145
20180409,45,33003
20180409,46,30648
20180409,47,29096
20180409,48,27696
20180410,1,24902
20180410,2,24358
20180410,3,24674
20180410,4,25361
20180410,5,25243
20180410,6,24829
20180410,7,24492
20180410,8,24088
20180410,9,23919
20180410,10,23898
20180410,11,24547
20180410,12,25678
20180410,13,28166
20180410,14,30414
20180410,15,33298
20180410,16,35179
20180410,17,36880
20180410,18,37237
20180410,19,37914
20180410,20,38122
20180410,21,38089
20180410,22,38055
20180410,23,38117
20180410,24,37861
20180410,25,38002
20180410,26,37731
20180410,27,37655
20180410,28,37113
20180410,29,37110
20180410,30,36927
20180410,31,36988
20180410,32,37179
20180410,33,37770
20180410,34,38380
20180410,35,38698
20180410,36,38832
20180410,37,38865
20180410,38,38960
20180410,39,38774
20180410,40,38613
20180410,41,38865
20180410,42,37987
20180410,43,36604
20180410,44,34817
20180410,45,32795
20180410,46,30671
20180410,47,28460
20180410,48,26677
20180410,1,26911
20180410,2,26092
20180410,3,26640
20180410,4,27378
20180410,5,27253
20180410,6,26819
20180410,7,26544
20180410,8,26134
20180410,9,26224
20180410,10,26193
20180410,11,26763
20180410,12,27886
20180410,13,29655
20180410,14,31204
20180410,15,33820
20180410,16,35687
20180410,17,37391
20180410,18,37806
20180410,19,38520
20180410,20,38713
20180410,21,38701
20180410,22,38637
20180410,23,38699
20180410,24,38443
20180410,25,38560
20180410,26,38322
20180410,27,38282
20180410,28,37747
20180410,29,37742
20180410,30,37569
20180410,31,37697
20180410,32,37959
20180410,33,38518
20180410,34,38978
20180410,35,39240
20180410,36,39447
20180410,37,39594
20180410,38,39724
20180410,39,39568
20180410,40,39405
20180410,41,39653
20180410,42,38777
20180410,43,37408
20180410,44,35677
20180410,45,33536
20180410,46,31267
20180410,47,29434
20180410,48,28351
20180411,1,25470
20180411,2,24796
20180411,3,25098
20180411,4,25858
20180411,5,25853
20180411,6,25451
20180411,7,25105
20180411,8,24862
20180411,9,24766
20180411,10,24696
20180411,11,25349
20180411,12,26306
20180411,13,28599
20180411,14,30857
20180411,15,33820
20180411,16,35831
20180411,17,37230
20180411,18,37682
20180411,19,37944
20180411,20,37945
20180411,21,38016
20180411,22,38017
20180411,23,38080
20180411,24,38146
20180411,25,38049
20180411,26,37882
20180411,27,37722
20180411,28,37364
20180411,29,37260
20180411,30,37076
20180411,31,37067
20180411,32,37238
20180411,33,37461
20180411,34,38151
20180411,35,38763
20180411,36,38902
20180411,37,39013
20180411,38,39159
20180411,39,38924
20180411,40,38770
20180411,41,38896
20180411,42,37981
20180411,43,36808
20180411,44,34824
20180411,45,33014
20180411,46,30874
20180411,47,28689
20180411,48,27139
20180411,1,27432
20180411,2,26745
20180411,3,27042
20180411,4,27793
20180411,5,27785
20180411,6,27447
20180411,7,27011
20180411,8,26866
20180411,9,26882
20180411,10,26915
20180411,11,27459
20180411,12,28215
20180411,13,29749
20180411,14,31367
20180411,15,34343
20180411,16,36399
20180411,17,37922
20180411,18,38589
20180411,19,39093
20180411,20,39191
20180411,21,39316
20180411,22,39294
20180411,23,39340
20180411,24,39453
20180411,25,39409
20180411,26,39242
20180411,27,39085
20180411,28,38726
20180411,29,38622
20180411,30,38441
20180411,31,38473
20180411,32,38631
20180411,33,38828
20180411,34,39499
20180411,35,40072
20180411,36,40233
20180411,37,40348
20180411,38,40428
20180411,39,40132
20180411,40,39913
20180411,41,39964
20180411,42,39152
20180411,43,38056
20180411,44,36074
20180411,45,34492
20180411,46,32354
20180411,47,30042
20180411,48,29105
20180412,1,25655
20180412,2,25042
20180412,3,25077
20180412,4,25754
20180412,5,25812
20180412,6,25496
20180412,7,25249
20180412,8,24922
20180412,9,24811
20180412,10,24751
20180412,11,25399
20180412,12,26478
20180412,13,28798
20180412,14,31172
20180412,15,34224
20180412,16,36183
20180412,17,37583
20180412,18,37743
20180412,19,38106
20180412,20,38104
20180412,21,37946
20180412,22,37999
20180412,23,38041
20180412,24,38010
20180412,25,37982
20180412,26,37891
20180412,27,37826
20180412,28,37605
20180412,29,37852
20180412,30,37740
20180412,31,37731
20180412,32,38005
20180412,33,38494
20180412,34,39238
20180412,35,39256
20180412,36,39433
20180412,37,39652
20180412,38,39634
20180412,39,39323
20180412,40,39272
20180412,41,39263
20180412,42,38465
20180412,43,37158
20180412,44,35239
20180412,45,33369
20180412,46,31082
20180412,47,28968
20180412,48,27386
20180412,1,27651
20180412,2,27280
20180412,3,27260
20180412,4,27927
20180412,5,28113
20180412,6,28083
20180412,7,27896
20180412,8,27569
20180412,9,27578
20180412,10,27500
20180412,11,27992
20180412,12,28985
20180412,13,30220
20180412,14,31839
20180412,15,34746
20180412,16,36692
20180412,17,38135
20180412,18,38343
20180412,19,38779
20180412,20,38816
20180412,21,38668
20180412,22,38806
20180412,23,38791
20180412,24,38735
20180412,25,38690
20180412,26,38571
20180412,27,38581
20180412,28,38304
20180412,29,38638
20180412,30,38710
20180412,31,38963
20180412,32,39365
20180412,33,39758
20180412,34,40444
20180412,35,40519
20180412,36,40720
20180412,37,40908
20180412,38,40803
20180412,39,40451
20180412,40,40347
20180412,41,40310
20180412,42,39582
20180412,43,38238
20180412,44,36317
20180412,45,34320
20180412,46,31936
20180412,47,30417
20180412,48,29554
20180413,1,26133
20180413,2,25681
20180413,3,25793
20180413,4,26471
20180413,5,26600
20180413,6,26324
20180413,7,26054
20180413,8,25801
20180413,9,25636
20180413,10,25714
20180413,11,26349
20180413,12,27468
20180413,13,29882
20180413,14,32120
20180413,15,35032
20180413,16,37055
20180413,17,38417
20180413,18,38715
20180413,19,39023
20180413,20,39180
20180413,21,39233
20180413,22,39003
20180413,23,39235
20180413,24,39087
20180413,25,38726
20180413,26,38517
20180413,27,38101
20180413,28,37842
20180413,29,37847
20180413,30,37622
20180413,31,37534
20180413,32,37576
20180413,33,37686
20180413,34,38280
20180413,35,38528
20180413,36,38536
20180413,37,38566
20180413,38,38615
20180413,39,38586
20180413,40,38298
20180413,41,38413
20180413,42,37726
20180413,43,36465
20180413,44,34884
20180413,45,32944
20180413,46,31137
20180413,47,29225
20180413,48,27667
20180413,1,28428
20180413,2,28069
20180413,3,28145
20180413,4,28798
20180413,5,28958
20180413,6,28862
20180413,7,28583
20180413,8,28317
20180413,9,28146
20180413,10,28224
20180413,11,28659
20180413,12,29730
20180413,13,31107
20180413,14,32790
20180413,15,35641
20180413,16,37750
20180413,17,39169
20180413,18,39710
20180413,19,40254
20180413,20,40554
20180413,21,40632
20180413,22,40401
20180413,23,40630
20180413,24,40484
20180413,25,40108
20180413,26,39917
20180413,27,39506
20180413,28,39208
20180413,29,39170
20180413,30,38887
20180413,31,38723
20180413,32,38763
20180413,33,38822
20180413,34,39439
20180413,35,39753
20180413,36,39809
20180413,37,39868
20180413,38,39889
20180413,39,39851
20180413,40,39487
20180413,41,39510
20180413,42,38944
20180413,43,37672
20180413,44,35988
20180413,45,33896
20180413,46,31896
20180413,47,30157
20180413,48,29166
20180414,1,26295
20180414,2,25759
20180414,3,25673
20180414,4,26240
20180414,5,25983
20180414,6,25715
20180414,7,25378
20180414,8,24969
20180414,9,24621
20180414,10,24519
20180414,11,24687
20180414,12,25065
20180414,13,25672
20180414,14,26320
20180414,15,27786
20180414,16,28715
20180414,17,30212
20180414,18,30756
20180414,19,31578
20180414,20,31424
20180414,21,30714
20180414,22,30093
20180414,23,29624
20180414,24,29125
20180414,25,28281
20180414,26,27656
20180414,27,26688
20180414,28,25855
20180414,29,25440
20180414,30,25155
20180414,31,25127
20180414,32,25550
20180414,33,26279
20180414,34,27572
20180414,35,28860
20180414,36,30062
20180414,37,31130
20180414,38,31742
20180414,39,31900
20180414,40,32182
20180414,41,32792
20180414,42,32819
20180414,43,31877
20180414,44,30687
20180414,45,29420
20180414,46,27946
20180414,47,26469
20180414,48,25108
20180414,1,28246
20180414,2,27688
20180414,3,27713
20180414,4,28175
20180414,5,28108
20180414,6,27850
20180414,7,27629
20180414,8,27316
20180414,9,27120
20180414,10,27002
20180414,11,27149
20180414,12,27520
20180414,13,27299
20180414,14,27483
20180414,15,28678
20180414,16,29229
20180414,17,30717
20180414,18,31261
20180414,19,32110
20180414,20,31941
20180414,21,31295
20180414,22,30780
20180414,23,30432
20180414,24,29853
20180414,25,28917
20180414,26,28210
20180414,27,27405
20180414,28,26521
20180414,29,26097
20180414,30,25814
20180414,31,25634
20180414,32,26055
20180414,33,26784
20180414,34,28078
20180414,35,29366
20180414,36,30567
20180414,37,31635
20180414,38,32248
20180414,39,32407
20180414,40,32690
20180414,41,33301
20180414,42,33328
20180414,43,32385
20180414,44,31192
20180414,45,29927
20180414,46,28456
20180414,47,26984
20180414,48,25932
20180415,1,23890
20180415,2,23378
20180415,3,23342
20180415,4,23782
20180415,5,23659
20180415,6,23300
20180415,7,22777
20180415,8,22396
20180415,9,22137
20180415,10,21880
20180415,11,21997
20180415,12,22065
20180415,13,22350
20180415,14,22811
20180415,15,23815
20180415,16,24667
20180415,17,26188
20180415,18,27117
20180415,19,28373
20180415,20,28862
20180415,21,29164
20180415,22,29037
20180415,23,29064
20180415,24,28966
20180415,25,29263
20180415,26,29352
20180415,27,29273
20180415,28,28942
20180415,29,28831
20180415,30,28935
20180415,31,29208
20180415,32,29823
20180415,33,30755
20180415,34,31619
20180415,35,32269
20180415,36,32511
20180415,37,32583
20180415,38,32701
20180415,39,32767
20180415,40,32828
20180415,41,33245
20180415,42,32997
20180415,43,32055
20180415,44,30557
20180415,45,29133
20180415,46,27205
20180415,47,25088
20180415,48,23610
20180415,1,25312
20180415,2,25307
20180415,3,25253
20180415,4,25630
20180415,5,25549
20180415,6,25197
20180415,7,24615
20180415,8,24495
20180415,9,24233
20180415,10,23967
20180415,11,24154
20180415,12,24208
20180415,13,24496
20180415,14,24637
20180415,15,24639
20180415,16,25413
20180415,17,26692
20180415,18,27620
20180415,19,28875
20180415,20,29366
20180415,21,29668
20180415,22,29546
20180415,23,29574
20180415,24,29474
20180415,25,29771
20180415,26,29860
20180415,27,29780
20180415,28,29450
20180415,29,29338
20180415,30,29440
20180415,31,29709
20180415,32,30326
20180415,33,31257
20180415,34,32123
20180415,35,32774
20180415,36,33025
20180415,37,33095
20180415,38,33212
20180415,39,33274
20180415,40,33337
20180415,41,33752
20180415,42,33505
20180415,43,32565
20180415,44,31065
20180415,45,29638
20180415,46,27715
20180415,47,25602
20180415,48,24295
20180416,1,22533
20180416,2,22122
20180416,3,22330
20180416,4,22964
20180416,5,22959
20180416,6,22710
20180416,7,22435
20180416,8,22187
20180416,9,22151
20180416,10,22310
20180416,11,23142
20180416,12,24422
20180416,13,27054
20180416,14,29649
20180416,15,32664
20180416,16,33958
20180416,17,34319
20180416,18,33587
20180416,19,33121
20180416,20,32498
20180416,21,31933
20180416,22,31923
20180416,23,31942
20180416,24,31930
20180416,25,31860
20180416,26,31408
20180416,27,30960
20180416,28,30212
20180416,29,29991
20180416,30,29642
20180416,31,29316
20180416,32,29909
20180416,33,31202
20180416,34,32287
20180416,35,33284
20180416,36,33887
20180416,37,34202
20180416,38,34623
20180416,39,34797
20180416,40,34856
20180416,41,35269
20180416,42,35031
20180416,43,33749
20180416,44,31597
20180416,45,29332
20180416,46,26916
20180416,47,24486
20180416,48,22813
20180416,1,23865
20180416,2,24157
20180416,3,24326
20180416,4,24934
20180416,5,24921
20180416,6,24731
20180416,7,24454
20180416,8,24199
20180416,9,24156
20180416,10,24307
20180416,11,25054
20180416,12,26182
20180416,13,27907
20180416,14,30159
20180416,15,33173
20180416,16,34467
20180416,17,34822
20180416,18,34154
20180416,19,33789
20180416,20,33234
20180416,21,32825
20180416,22,32819
20180416,23,32751
20180416,24,32691
20180416,25,32592
20180416,26,32147
20180416,27,31839
20180416,28,31093
20180416,29,30874
20180416,30,30524
20180416,31,30193
20180416,32,30789
20180416,33,31888
20180416,34,32937
20180416,35,33978
20180416,36,34623
20180416,37,34938
20180416,38,35358
20180416,39,35488
20180416,40,35474
20180416,41,35833
20180416,42,35596
20180416,43,34309
20180416,44,32163
20180416,45,29845
20180416,46,27425
20180416,47,25013
20180416,48,23804
20180417,1,21680
20180417,2,21062
20180417,3,21090
20180417,4,21499
20180417,5,21257
20180417,6,21060
20180417,7,20713
20180417,8,20471
20180417,9,20304
20180417,10,20352
20180417,11,21273
20180417,12,22412
20180417,13,24921
20180417,14,27604
20180417,15,30871
20180417,16,32626
20180417,17,33133
20180417,18,32718
20180417,19,32779
20180417,20,32507
20180417,21,31806
20180417,22,31532
20180417,23,31352
20180417,24,31363
20180417,25,31483
20180417,26,31044
20180417,27,30874
20180417,28,30519
20180417,29,30487
20180417,30,30455
20180417,31,30623
20180417,32,31612
20180417,33,32735
20180417,34,33766
20180417,35,34548
20180417,36,34587
20180417,37,34497
20180417,38,34714
20180417,39,34595
20180417,40,34505
20180417,41,34574
20180417,42,34237
20180417,43,33016
20180417,44,31314
20180417,45,29235
20180417,46,27091
20180417,47,25216
20180417,48,23675
20180417,1,23334
20180417,2,23490
20180417,3,23751
20180417,4,24142
20180417,5,23886
20180417,6,23720
20180417,7,23357
20180417,8,23125
20180417,9,22930
20180417,10,22927
20180417,11,23502
20180417,12,24554
20180417,13,26003
20180417,14,28114
20180417,15,31375
20180417,16,33133
20180417,17,33662
20180417,18,33318
20180417,19,33531
20180417,20,33346
20180417,21,32619
20180417,22,32385
20180417,23,32222
20180417,24,32226
20180417,25,32345
20180417,26,31882
20180417,27,31510
20180417,28,31036
20180417,29,30992
20180417,30,30960
20180417,31,31131
20180417,32,32118
20180417,33,33251
20180417,34,34396
20180417,35,35279
20180417,36,35433
20180417,37,35354
20180417,38,35515
20180417,39,35420
20180417,40,35361
20180417,41,35520
20180417,42,35241
20180417,43,33987
20180417,44,32193
20180417,45,29918
20180417,46,27666
20180417,47,26152
20180417,48,24671
20180418,1,22446
20180418,2,22033
20180418,3,22214
20180418,4,22570
20180418,5,22532
20180418,6,22360
20180418,7,22103
20180418,8,21782
20180418,9,21706
20180418,10,21877
20180418,11,22463
20180418,12,23730
20180418,13,26309
20180418,14,29085
20180418,15,32020
20180418,16,32916
20180418,17,32625
20180418,18,31914
20180418,19,31761
20180418,20,31233
20180418,21,30153
20180418,22,29419
20180418,23,28731
20180418,24,28533
20180418,25,28314
20180418,26,27837
20180418,27,27550
20180418,28,27198
20180418,29,27092
20180418,30,26942
20180418,31,27175
20180418,32,27789
20180418,33,28930
20180418,34,30153
20180418,35,31038
20180418,36,31587
20180418,37,32249
20180418,38,32885
20180418,39,33044
20180418,40,33067
20180418,41,33603
20180418,42,34037
20180418,43,33102
20180418,44,31142
20180418,45,29192
20180418,46,27189
20180418,47,25145
20180418,48,23573
20180418,1,23954
20180418,2,24108
20180418,3,24355
20180418,4,24446
20180418,5,24419
20180418,6,24240
20180418,7,23979
20180418,8,23781
20180418,9,23693
20180418,10,23847
20180418,11,24157
20180418,12,25513
20180418,13,27262
20180418,14,29600
20180418,15,32531
20180418,16,33577
20180418,17,33363
20180418,18,32837
20180418,19,32749
20180418,20,32344
20180418,21,31259
20180418,22,30388
20180418,23,29650
20180418,24,29390
20180418,25,29143
20180418,26,28621
20180418,27,28333
20180418,28,27933
20180418,29,27741
20180418,30,27477
20180418,31,27694
